x,y,h
114.2433578,30.55005209,139
114.2433578,30.55184872,84
114.2433578,30.55544198,35
114.2433578,30.55723861,11
114.2433578,30.56083187,3
114.2433578,30.5626285,6
114.2433578,30.56622176,28
114.2433578,30.56801839,4
114.2433578,30.56981502,7
114.2433578,30.57161165,36
114.2433578,30.57340828,29
114.2433578,30.57520491,46
114.2433578,30.57700154,113
114.2433578,30.57879818,28
114.2433578,30.58418807,33
114.2433578,30.5859847,58
114.2433578,30.58778133,128
114.2433578,30.58957796,15
114.2433578,30.59137459,14
114.2433578,30.59317122,132
114.2433578,30.59676448,16
114.2433578,30.59856111,92
114.2433578,30.60035774,153
114.2433578,30.60215437,94
114.2433578,30.603951,86
114.2433578,30.60574763,215
114.2433578,30.60754426,63
114.2433578,30.60934089,127
114.2433578,30.61113753,4
114.2433578,30.61652742,25
114.2433578,30.61832405,98
114.2433578,30.62191731,98
114.2433578,30.62551057,9
114.2433578,30.62910383,75
114.2433578,30.63090046,166
114.2433578,30.63269709,11
114.2433578,30.63449372,37
114.2433578,30.63629035,16
114.2433578,30.63808698,24
114.2433578,30.63988361,23
114.2433578,30.64168025,3
114.2433578,30.64347688,4
114.2433578,30.64886677,1
114.245442,30.48537339,4
114.245442,30.50333969,4
114.245442,30.50513632,6
114.245442,30.51052621,1
114.245442,30.51232284,44
114.245442,30.51411947,27
114.245442,30.51591611,21
114.245442,30.51771274,12
114.245442,30.51950937,193
114.245442,30.521306,11
114.245442,30.52310263,31
114.245442,30.52489926,19
114.245442,30.52669589,55
114.245442,30.52849252,114
114.245442,30.53208578,37
114.245442,30.53567904,5
114.245442,30.5392723,11
114.245442,30.54106893,65
114.245442,30.54286556,35
114.245442,30.54466219,53
114.245442,30.54645883,66
114.245442,30.54825546,65
114.245442,30.55005209,74
114.245442,30.55184872,68
114.245442,30.55364535,62
114.245442,30.55544198,18
114.245442,30.55723861,9
114.245442,30.55903524,49
114.245442,30.56083187,14
114.245442,30.5626285,8
114.245442,30.56442513,34
114.245442,30.56622176,49
114.245442,30.56981502,29
114.245442,30.57161165,73
114.245442,30.57340828,93
114.245442,30.57520491,181
114.245442,30.57700154,37
114.245442,30.57879818,138
114.245442,30.58059481,88
114.245442,30.58418807,33
114.245442,30.5859847,15
114.245442,30.58778133,63
114.245442,30.58957796,41
114.245442,30.59317122,4
114.245442,30.59496785,35
114.245442,30.59856111,94
114.245442,30.60035774,121
114.245442,30.60215437,134
114.245442,30.603951,82
114.245442,30.61113753,39
114.245442,30.61293416,4
114.245442,30.61473079,44
114.245442,30.61652742,85
114.245442,30.61832405,47
114.245442,30.62012068,132
114.245442,30.62191731,39
114.245442,30.62371394,52
114.245442,30.6273072,85
114.245442,30.62910383,41
114.245442,30.63090046,56
114.245442,30.63269709,18
114.245442,30.63449372,16
114.245442,30.63629035,126
114.245442,30.63808698,22
114.245442,30.63988361,26
114.245442,30.64168025,38
114.245442,30.64527351,15
114.245442,30.64707014,1
114.245442,30.64886677,24
114.2475262,30.50513632,4
114.2475262,30.50693295,23
114.2475262,30.51411947,42
114.2475262,30.51591611,37
114.2475262,30.51771274,12
114.2475262,30.51950937,15
114.2475262,30.52310263,122
114.2475262,30.52489926,12
114.2475262,30.52669589,33
114.2475262,30.52849252,75
114.2475262,30.53028915,86
114.2475262,30.53208578,15
114.2475262,30.53388241,38
114.2475262,30.53747567,39
114.2475262,30.5392723,78
114.2475262,30.54106893,34
114.2475262,30.54286556,33
114.2475262,30.54466219,139
114.2475262,30.54645883,52
114.2475262,30.54825546,42
114.2475262,30.55184872,115
114.2475262,30.55364535,29
114.2475262,30.55544198,32
114.2475262,30.55723861,41
114.2475262,30.55903524,14
114.2475262,30.56442513,18
114.2475262,30.56801839,5
114.2475262,30.57161165,81
114.2475262,30.57340828,74
114.2475262,30.57520491,164
114.2475262,30.57700154,19
114.2475262,30.57879818,74
114.2475262,30.58059481,69
114.2475262,30.58239144,88
114.2475262,30.5859847,64
114.2475262,30.58778133,51
114.2475262,30.58957796,7
114.2475262,30.59317122,8
114.2475262,30.59496785,89
114.2475262,30.59856111,155
114.2475262,30.60035774,71
114.2475262,30.60215437,59
114.2475262,30.603951,152
114.2475262,30.60574763,298
114.2475262,30.60754426,197
114.2475262,30.61293416,64
114.2475262,30.61473079,82
114.2475262,30.61652742,116
114.2475262,30.61832405,24
114.2475262,30.62012068,54
114.2475262,30.62191731,62
114.2475262,30.62371394,82
114.2475262,30.62551057,111
114.2475262,30.6273072,118
114.2475262,30.62910383,23
114.2475262,30.63090046,5
114.2475262,30.63449372,9
114.2475262,30.63629035,25
114.2475262,30.63808698,41
114.2475262,30.63988361,16
114.2475262,30.64347688,48
114.2475262,30.64527351,13
114.2475262,30.64707014,8
114.2475262,30.64886677,4
114.2496103,30.47998349,4
114.2496103,30.50693295,5
114.2496103,30.50872958,7
114.2496103,30.51232284,18
114.2496103,30.51411947,58
114.2496103,30.51771274,35
114.2496103,30.51950937,129
114.2496103,30.521306,26
114.2496103,30.52489926,156
114.2496103,30.52669589,25
114.2496103,30.52849252,42
114.2496103,30.53028915,45
114.2496103,30.53208578,13
114.2496103,30.53388241,14
114.2496103,30.53567904,11
114.2496103,30.53747567,6
114.2496103,30.5392723,141
114.2496103,30.54106893,63
114.2496103,30.54286556,12
114.2496103,30.54466219,46
114.2496103,30.54645883,67
114.2496103,30.55005209,59
114.2496103,30.55544198,31
114.2496103,30.55723861,48
114.2496103,30.5626285,2
114.2496103,30.56442513,21
114.2496103,30.56622176,4
114.2496103,30.56981502,76
114.2496103,30.57161165,164
114.2496103,30.57340828,69
114.2496103,30.57700154,61
114.2496103,30.57879818,27
114.2496103,30.58059481,229
114.2496103,30.58239144,32
114.2496103,30.58418807,198
114.2496103,30.5859847,37
114.2496103,30.58778133,33
114.2496103,30.58957796,65
114.2496103,30.59137459,185
114.2496103,30.59317122,91
114.2496103,30.59676448,18
114.2496103,30.59856111,52
114.2496103,30.60035774,116
114.2496103,30.60215437,25
114.2496103,30.603951,57
114.2496103,30.60574763,37
114.2496103,30.60754426,73
114.2496103,30.60934089,115
114.2496103,30.61113753,37
114.2496103,30.61293416,59
114.2496103,30.61473079,142
114.2496103,30.61652742,115
114.2496103,30.61832405,96
114.2496103,30.62012068,8
114.2496103,30.62191731,12
114.2496103,30.62371394,166
114.2496103,30.62551057,53
114.2496103,30.62910383,73
114.2496103,30.63090046,92
114.2496103,30.63269709,32
114.2496103,30.63449372,18
114.2496103,30.63629035,22
114.2496103,30.63808698,33
114.2496103,30.63988361,7
114.2496103,30.64527351,8
114.2496103,30.64707014,2
114.2496103,30.64886677,15
114.2516945,30.51052621,1
114.2516945,30.51591611,4
114.2516945,30.51771274,91
114.2516945,30.51950937,13
114.2516945,30.52489926,15
114.2516945,30.52669589,48
114.2516945,30.52849252,38
114.2516945,30.53028915,19
114.2516945,30.53208578,68
114.2516945,30.53567904,91
114.2516945,30.5392723,27
114.2516945,30.54106893,46
114.2516945,30.54286556,44
114.2516945,30.54466219,63
114.2516945,30.54645883,32
114.2516945,30.54825546,31
114.2516945,30.55005209,23
114.2516945,30.55184872,56
114.2516945,30.55364535,145
114.2516945,30.55544198,14
114.2516945,30.56622176,19
114.2516945,30.56801839,39
114.2516945,30.56981502,53
114.2516945,30.57161165,157
114.2516945,30.57340828,67
114.2516945,30.57520491,135
114.2516945,30.57700154,144
114.2516945,30.57879818,53
114.2516945,30.58059481,84
114.2516945,30.58239144,87
114.2516945,30.58418807,74
114.2516945,30.5859847,65
114.2516945,30.58778133,11
114.2516945,30.58957796,27
114.2516945,30.59676448,34
114.2516945,30.59856111,148
114.2516945,30.60035774,51
114.2516945,30.60215437,214
114.2516945,30.60754426,31
114.2516945,30.60934089,4
114.2516945,30.61293416,65
114.2516945,30.61473079,94
114.2516945,30.61652742,96
114.2516945,30.61832405,49
114.2516945,30.62012068,28
114.2516945,30.62191731,26
114.2516945,30.62371394,35
114.2516945,30.62551057,52
114.2516945,30.6273072,23
114.2516945,30.62910383,17
114.2516945,30.63090046,72
114.2516945,30.63269709,79
114.2516945,30.63449372,13
114.2516945,30.63629035,89
114.2516945,30.63808698,78
114.2516945,30.64168025,5
114.2516945,30.64347688,23
114.2516945,30.64527351,5
114.2516945,30.64707014,39
114.2516945,30.64886677,33
114.2516945,30.6506634,62
114.2516945,30.65246003,22
114.2537787,30.47818686,4
114.2537787,30.48537339,7
114.2537787,30.48717002,4
114.2537787,30.51052621,4
114.2537787,30.51411947,14
114.2537787,30.51771274,18
114.2537787,30.51950937,42
114.2537787,30.521306,196
114.2537787,30.52489926,32
114.2537787,30.52669589,143
114.2537787,30.52849252,85
114.2537787,30.53028915,12
114.2537787,30.53208578,32
114.2537787,30.53567904,35
114.2537787,30.53747567,64
114.2537787,30.54106893,43
114.2537787,30.54286556,34
114.2537787,30.54466219,24
114.2537787,30.54645883,7
114.2537787,30.54825546,52
114.2537787,30.55005209,24
114.2537787,30.55184872,9
114.2537787,30.55364535,35
114.2537787,30.55544198,26
114.2537787,30.5626285,4
114.2537787,30.56442513,17
114.2537787,30.56622176,35
114.2537787,30.56801839,25
114.2537787,30.56981502,123
114.2537787,30.57161165,129
114.2537787,30.57340828,75
114.2537787,30.57520491,118
114.2537787,30.57879818,83
114.2537787,30.58059481,267
114.2537787,30.58239144,128
114.2537787,30.58418807,38
114.2537787,30.5859847,84
114.2537787,30.58778133,67
114.2537787,30.58957796,42
114.2537787,30.59137459,6
114.2537787,30.59317122,194
114.2537787,30.59496785,46
114.2537787,30.59676448,25
114.2537787,30.59856111,38
114.2537787,30.60215437,247
114.2537787,30.61113753,77
114.2537787,30.61473079,151
114.2537787,30.61652742,78
114.2537787,30.61832405,42
114.2537787,30.62012068,77
114.2537787,30.62191731,45
114.2537787,30.62371394,86
114.2537787,30.62551057,74
114.2537787,30.6273072,48
114.2537787,30.62910383,48
114.2537787,30.63269709,86
114.2537787,30.63449372,81
114.2537787,30.63629035,24
114.2537787,30.63808698,23
114.2537787,30.63988361,6
114.2537787,30.64168025,51
114.2537787,30.64347688,22
114.2537787,30.64527351,7
114.2537787,30.64707014,4
114.2537787,30.65246003,9
114.2537787,30.65425666,1
114.2558628,30.47639023,6
114.2558628,30.47998349,14
114.2558628,30.48537339,6
114.2558628,30.51591611,75
114.2558628,30.51771274,39
114.2558628,30.51950937,32
114.2558628,30.52310263,42
114.2558628,30.52489926,32
114.2558628,30.52669589,2
114.2558628,30.52849252,68
114.2558628,30.53028915,32
114.2558628,30.53208578,17
114.2558628,30.53388241,7
114.2558628,30.53567904,24
114.2558628,30.53747567,56
114.2558628,30.5392723,41
114.2558628,30.54106893,52
114.2558628,30.54286556,55
114.2558628,30.54466219,12
114.2558628,30.54645883,38
114.2558628,30.54825546,77
114.2558628,30.55005209,45
114.2558628,30.55184872,34
114.2558628,30.55544198,3
114.2558628,30.5626285,2
114.2558628,30.56442513,1
114.2558628,30.56622176,93
114.2558628,30.56801839,55
114.2558628,30.57340828,65
114.2558628,30.57520491,67
114.2558628,30.57700154,62
114.2558628,30.58059481,254
114.2558628,30.58239144,145
114.2558628,30.58418807,36
114.2558628,30.58957796,112
114.2558628,30.59137459,82
114.2558628,30.59317122,77
114.2558628,30.59496785,37
114.2558628,30.59676448,16
114.2558628,30.59856111,36
114.2558628,30.60035774,51
114.2558628,30.60215437,87
114.2558628,30.603951,93
114.2558628,30.60574763,192
114.2558628,30.60754426,137
114.2558628,30.60934089,8
114.2558628,30.61113753,176
114.2558628,30.61473079,99
114.2558628,30.61832405,51
114.2558628,30.62191731,163
114.2558628,30.62910383,119
114.2558628,30.63269709,24
114.2558628,30.63449372,6
114.2558628,30.63629035,93
114.2558628,30.63808698,47
114.2558628,30.63988361,13
114.2558628,30.64527351,126
114.2558628,30.64707014,34
114.2558628,30.64886677,13
114.2558628,30.6506634,2
114.2558628,30.65246003,8
114.2558628,30.65425666,21
114.2558628,30.65605329,12
114.257947,30.49255991,3
114.257947,30.51591611,1
114.257947,30.51950937,51
114.257947,30.521306,12
114.257947,30.52489926,67
114.257947,30.52669589,6
114.257947,30.52849252,35
114.257947,30.53028915,14
114.257947,30.53208578,33
114.257947,30.53388241,18
114.257947,30.53567904,33
114.257947,30.53747567,15
114.257947,30.5392723,46
114.257947,30.54106893,11
114.257947,30.54286556,36
114.257947,30.54466219,85
114.257947,30.54645883,17
114.257947,30.55005209,25
114.257947,30.55184872,167
114.257947,30.55364535,15
114.257947,30.56083187,6
114.257947,30.5626285,6
114.257947,30.56442513,17
114.257947,30.56622176,67
114.257947,30.56801839,53
114.257947,30.56981502,89
114.257947,30.57340828,128
114.257947,30.57520491,59
114.257947,30.57700154,75
114.257947,30.57879818,191
114.257947,30.58239144,172
114.257947,30.58418807,82
114.257947,30.5859847,85
114.257947,30.58957796,84
114.257947,30.59137459,152
114.257947,30.59496785,97
114.257947,30.59676448,127
114.257947,30.59856111,89
114.257947,30.60035774,142
114.257947,30.60215437,193
114.257947,30.603951,248
114.257947,30.60574763,154
114.257947,30.60754426,75
114.257947,30.60934089,252
114.257947,30.61113753,82
114.257947,30.61293416,134
114.257947,30.61473079,61
114.257947,30.61652742,132
114.257947,30.61832405,146
114.257947,30.62012068,62
114.257947,30.62371394,18
114.257947,30.6273072,28
114.257947,30.62910383,122
114.257947,30.63090046,77
114.257947,30.63269709,26
114.257947,30.63449372,77
114.257947,30.63629035,217
114.257947,30.63808698,9
114.257947,30.64347688,11
114.257947,30.64527351,33
114.257947,30.64707014,32
114.257947,30.64886677,22
114.257947,30.6506634,17
114.257947,30.65246003,16
114.257947,30.65425666,1
114.257947,30.65605329,9
114.2600312,30.4745936,6
114.2600312,30.48357676,6
114.2600312,30.48537339,5
114.2600312,30.48896665,2
114.2600312,30.49255991,4
114.2600312,30.51771274,9
114.2600312,30.52489926,121
114.2600312,30.52669589,34
114.2600312,30.52849252,25
114.2600312,30.53028915,49
114.2600312,30.53208578,33
114.2600312,30.53388241,6
114.2600312,30.53567904,145
114.2600312,30.53747567,39
114.2600312,30.54106893,21
114.2600312,30.54286556,47
114.2600312,30.54466219,118
114.2600312,30.54645883,29
114.2600312,30.54825546,32
114.2600312,30.55184872,116
114.2600312,30.55364535,14
114.2600312,30.55723861,24
114.2600312,30.56083187,16
114.2600312,30.5626285,11
114.2600312,30.56442513,14
114.2600312,30.56622176,59
114.2600312,30.56801839,71
114.2600312,30.56981502,64
114.2600312,30.57340828,145
114.2600312,30.57700154,211
114.2600312,30.57879818,217
114.2600312,30.58059481,116
114.2600312,30.58239144,115
114.2600312,30.58418807,228
114.2600312,30.5859847,79
114.2600312,30.58778133,126
114.2600312,30.58957796,162
114.2600312,30.59676448,51
114.2600312,30.59856111,35
114.2600312,30.60035774,153
114.2600312,30.60215437,11
114.2600312,30.603951,26
114.2600312,30.60574763,99
114.2600312,30.60754426,163
114.2600312,30.60934089,75
114.2600312,30.61113753,47
114.2600312,30.61293416,119
114.2600312,30.61473079,89
114.2600312,30.61652742,159
114.2600312,30.61832405,34
114.2600312,30.62012068,54
114.2600312,30.62191731,73
114.2600312,30.62371394,112
114.2600312,30.62551057,72
114.2600312,30.6273072,95
114.2600312,30.62910383,133
114.2600312,30.63090046,52
114.2600312,30.63269709,56
114.2600312,30.63629035,37
114.2600312,30.63808698,3
114.2600312,30.63988361,11
114.2600312,30.64168025,38
114.2600312,30.64347688,5
114.2600312,30.64527351,33
114.2600312,30.64707014,1
114.2600312,30.64886677,1
114.2600312,30.6506634,8
114.2600312,30.65605329,18
114.2600312,30.65784992,4
114.2621154,30.48357676,5
114.2621154,30.49255991,3
114.2621154,30.52310263,6
114.2621154,30.52849252,8
114.2621154,30.53208578,4
114.2621154,30.53567904,28
114.2621154,30.53747567,63
114.2621154,30.5392723,162
114.2621154,30.54106893,68
114.2621154,30.54286556,75
114.2621154,30.54466219,41
114.2621154,30.54645883,52
114.2621154,30.54825546,18
114.2621154,30.55005209,79
114.2621154,30.55184872,52
114.2621154,30.55364535,2
114.2621154,30.55544198,13
114.2621154,30.55723861,16
114.2621154,30.55903524,25
114.2621154,30.56083187,43
114.2621154,30.5626285,8
114.2621154,30.56442513,95
114.2621154,30.56622176,95
114.2621154,30.56801839,91
114.2621154,30.57161165,163
114.2621154,30.57340828,89
114.2621154,30.57700154,67
114.2621154,30.57879818,277
114.2621154,30.58059481,212
114.2621154,30.58239144,66
114.2621154,30.58418807,99
114.2621154,30.5859847,113
114.2621154,30.58778133,281
114.2621154,30.58957796,69
114.2621154,30.59137459,125
114.2621154,30.59317122,94
114.2621154,30.59496785,48
114.2621154,30.59676448,52
114.2621154,30.59856111,34
114.2621154,30.60035774,183
114.2621154,30.60215437,146
114.2621154,30.603951,224
114.2621154,30.60574763,78
114.2621154,30.60754426,46
114.2621154,30.60934089,119
114.2621154,30.61113753,176
114.2621154,30.61293416,95
114.2621154,30.61473079,144
114.2621154,30.61652742,364
114.2621154,30.61832405,113
114.2621154,30.62191731,35
114.2621154,30.62371394,23
114.2621154,30.6273072,99
114.2621154,30.62910383,55
114.2621154,30.63090046,8
114.2621154,30.63269709,26
114.2621154,30.63449372,115
114.2621154,30.63629035,43
114.2621154,30.63808698,12
114.2621154,30.63988361,11
114.2621154,30.64347688,18
114.2621154,30.64527351,6
114.2621154,30.64707014,1
114.2621154,30.64886677,2
114.2621154,30.6506634,12
114.2621154,30.65246003,31
114.2621154,30.65425666,1
114.2641995,30.47818686,2
114.2641995,30.48896665,6
114.2641995,30.49435654,4
114.2641995,30.52669589,12
114.2641995,30.52849252,14
114.2641995,30.53208578,24
114.2641995,30.53388241,44
114.2641995,30.53567904,14
114.2641995,30.53747567,25
114.2641995,30.5392723,47
114.2641995,30.54106893,61
114.2641995,30.54286556,134
114.2641995,30.54466219,27
114.2641995,30.54645883,53
114.2641995,30.54825546,12
114.2641995,30.55184872,32
114.2641995,30.56083187,13
114.2641995,30.5626285,17
114.2641995,30.56442513,13
114.2641995,30.56622176,57
114.2641995,30.56801839,92
114.2641995,30.56981502,49
114.2641995,30.57161165,59
114.2641995,30.57340828,46
114.2641995,30.57879818,64
114.2641995,30.58059481,277
114.2641995,30.58239144,93
114.2641995,30.58418807,233
114.2641995,30.5859847,63
114.2641995,30.58778133,41
114.2641995,30.58957796,33
114.2641995,30.59317122,115
114.2641995,30.59496785,127
114.2641995,30.59676448,164
114.2641995,30.59856111,135
114.2641995,30.60035774,125
114.2641995,30.60215437,141
114.2641995,30.603951,71
114.2641995,30.60754426,143
114.2641995,30.61113753,87
114.2641995,30.61293416,82
114.2641995,30.61473079,198
114.2641995,30.61652742,38
114.2641995,30.62012068,118
114.2641995,30.62191731,44
114.2641995,30.62371394,11
114.2641995,30.62551057,42
114.2641995,30.6273072,56
114.2641995,30.62910383,11
114.2641995,30.63090046,69
114.2641995,30.63269709,8
114.2641995,30.63449372,161
114.2641995,30.63629035,42
114.2641995,30.63988361,21
114.2641995,30.64168025,14
114.2641995,30.64347688,3
114.2641995,30.64527351,1
114.2641995,30.64707014,5
114.2641995,30.6506634,2
114.2641995,30.65425666,8
114.2641995,30.65964655,1
114.2641995,30.66144318,3
114.2662837,30.48896665,8
114.2662837,30.49615317,2
114.2662837,30.50154306,12
114.2662837,30.51232284,1
114.2662837,30.52669589,1
114.2662837,30.53208578,66
114.2662837,30.53388241,49
114.2662837,30.53747567,172
114.2662837,30.5392723,42
114.2662837,30.54106893,54
114.2662837,30.54286556,54
114.2662837,30.54466219,12
114.2662837,30.54645883,154
114.2662837,30.54825546,76
114.2662837,30.55005209,35
114.2662837,30.55184872,35
114.2662837,30.55364535,95
114.2662837,30.55544198,45
114.2662837,30.55903524,48
114.2662837,30.56083187,47
114.2662837,30.5626285,32
114.2662837,30.56442513,29
114.2662837,30.56622176,71
114.2662837,30.56801839,153
114.2662837,30.56981502,118
114.2662837,30.57161165,115
114.2662837,30.57340828,179
114.2662837,30.57520491,162
114.2662837,30.57700154,62
114.2662837,30.58059481,89
114.2662837,30.58239144,124
114.2662837,30.58418807,165
114.2662837,30.58778133,16
114.2662837,30.59317122,132
114.2662837,30.59496785,129
114.2662837,30.59676448,78
114.2662837,30.59856111,92
114.2662837,30.60035774,93
114.2662837,30.60215437,86
114.2662837,30.603951,126
114.2662837,30.60574763,66
114.2662837,30.60754426,67
114.2662837,30.61113753,63
114.2662837,30.61293416,287
114.2662837,30.61473079,175
114.2662837,30.61652742,248
114.2662837,30.61832405,48
114.2662837,30.62191731,53
114.2662837,30.62371394,28
114.2662837,30.62551057,17
114.2662837,30.6273072,33
114.2662837,30.63090046,41
114.2662837,30.63449372,21
114.2662837,30.63629035,53
114.2662837,30.63808698,24
114.2662837,30.64168025,16
114.2662837,30.64347688,16
114.2662837,30.64527351,2
114.2662837,30.64707014,2
114.2662837,30.64886677,2
114.2662837,30.6506634,6
114.2662837,30.65246003,8
114.2662837,30.66323981,1
114.2683679,30.4745936,2
114.2683679,30.47639023,8
114.2683679,30.48178012,7
114.2683679,30.48717002,12
114.2683679,30.48896665,1
114.2683679,30.49255991,4
114.2683679,30.49974643,8
114.2683679,30.53208578,2
114.2683679,30.53567904,9
114.2683679,30.53747567,52
114.2683679,30.5392723,6
114.2683679,30.54106893,14
114.2683679,30.54286556,36
114.2683679,30.54645883,26
114.2683679,30.54825546,32
114.2683679,30.55005209,79
114.2683679,30.55184872,16
114.2683679,30.55364535,11
114.2683679,30.55544198,23
114.2683679,30.55903524,32
114.2683679,30.56083187,42
114.2683679,30.5626285,42
114.2683679,30.56442513,42
114.2683679,30.56801839,199
114.2683679,30.56981502,138
114.2683679,30.57161165,23
114.2683679,30.57340828,181
114.2683679,30.57520491,112
114.2683679,30.57879818,87
114.2683679,30.58059481,135
114.2683679,30.58239144,83
114.2683679,30.5859847,62
114.2683679,30.58778133,6
114.2683679,30.58957796,37
114.2683679,30.59137459,64
114.2683679,30.59496785,125
114.2683679,30.59676448,32
114.2683679,30.59856111,45
114.2683679,30.60215437,72
114.2683679,30.603951,56
114.2683679,30.60754426,63
114.2683679,30.60934089,59
114.2683679,30.61113753,88
114.2683679,30.61652742,91
114.2683679,30.61832405,125
114.2683679,30.62012068,58
114.2683679,30.62191731,23
114.2683679,30.62371394,14
114.2683679,30.62551057,16
114.2683679,30.62910383,2
114.2683679,30.63090046,35
114.2683679,30.63269709,64
114.2683679,30.63449372,6
114.2683679,30.63988361,25
114.2683679,30.64168025,9
114.2683679,30.64347688,16
114.2683679,30.64527351,13
114.2683679,30.64886677,4
114.2683679,30.6506634,1
114.2683679,30.65964655,2
114.270452,30.48357676,2
114.270452,30.48717002,11
114.270452,30.4979498,8
114.270452,30.49974643,2
114.270452,30.50154306,3
114.270452,30.53567904,5
114.270452,30.53747567,8
114.270452,30.5392723,35
114.270452,30.54106893,21
114.270452,30.54286556,11
114.270452,30.54466219,74
114.270452,30.54645883,16
114.270452,30.54825546,27
114.270452,30.55005209,35
114.270452,30.55364535,1
114.270452,30.55544198,19
114.270452,30.55903524,26
114.270452,30.56083187,8
114.270452,30.5626285,7
114.270452,30.56442513,116
114.270452,30.56622176,93
114.270452,30.56801839,94
114.270452,30.56981502,99
114.270452,30.57340828,248
114.270452,30.57520491,124
114.270452,30.57700154,85
114.270452,30.57879818,115
114.270452,30.58059481,111
114.270452,30.58239144,71
114.270452,30.5859847,79
114.270452,30.58778133,57
114.270452,30.59137459,236
114.270452,30.59317122,111
114.270452,30.59496785,68
114.270452,30.59676448,124
114.270452,30.60035774,112
114.270452,30.60215437,83
114.270452,30.603951,124
114.270452,30.60574763,116
114.270452,30.60934089,57
114.270452,30.61293416,146
114.270452,30.61473079,92
114.270452,30.61652742,167
114.270452,30.62012068,75
114.270452,30.62191731,41
114.270452,30.62371394,26
114.270452,30.62551057,17
114.270452,30.6273072,31
114.270452,30.62910383,46
114.270452,30.63090046,33
114.270452,30.63269709,15
114.270452,30.63449372,117
114.270452,30.63629035,32
114.270452,30.63808698,32
114.270452,30.63988361,11
114.270452,30.64168025,119
114.270452,30.64347688,22
114.270452,30.64527351,11
114.270452,30.64707014,2
114.270452,30.65964655,1
114.270452,30.66503644,7
114.2725362,30.46022056,4
114.2725362,30.47998349,2
114.2725362,30.49255991,2
114.2725362,30.4979498,8
114.2725362,30.50693295,3
114.2725362,30.50872958,1
114.2725362,30.53567904,1
114.2725362,30.53747567,3
114.2725362,30.5392723,6
114.2725362,30.54106893,12
114.2725362,30.54466219,38
114.2725362,30.54825546,12
114.2725362,30.55005209,15
114.2725362,30.55184872,17
114.2725362,30.55364535,2
114.2725362,30.55544198,26
114.2725362,30.55723861,62
114.2725362,30.55903524,54
114.2725362,30.5626285,22
114.2725362,30.56622176,187
114.2725362,30.56801839,91
114.2725362,30.56981502,112
114.2725362,30.57161165,56
114.2725362,30.57340828,58
114.2725362,30.57520491,65
114.2725362,30.57700154,68
114.2725362,30.57879818,129
114.2725362,30.58059481,119
114.2725362,30.58239144,244
114.2725362,30.58418807,28
114.2725362,30.5859847,49
114.2725362,30.58778133,123
114.2725362,30.58957796,32
114.2725362,30.59137459,145
114.2725362,30.59317122,87
114.2725362,30.59496785,86
114.2725362,30.59676448,65
114.2725362,30.59856111,79
114.2725362,30.60035774,55
114.2725362,30.60215437,97
114.2725362,30.603951,56
114.2725362,30.60574763,26
114.2725362,30.60754426,58
114.2725362,30.60934089,28
114.2725362,30.61113753,63
114.2725362,30.61293416,34
114.2725362,30.61473079,133
114.2725362,30.61652742,13
114.2725362,30.61832405,32
114.2725362,30.62012068,5
114.2725362,30.62191731,32
114.2725362,30.62371394,54
114.2725362,30.62551057,26
114.2725362,30.6273072,59
114.2725362,30.62910383,36
114.2725362,30.63090046,23
114.2725362,30.63269709,21
114.2725362,30.63808698,8
114.2725362,30.63988361,22
114.2725362,30.64168025,18
114.2725362,30.64347688,17
114.2725362,30.64886677,6
114.2746204,30.46920371,4
114.2746204,30.47818686,4
114.2746204,30.48178012,19
114.2746204,30.48357676,1
114.2746204,30.48537339,18
114.2746204,30.48717002,7
114.2746204,30.48896665,1
114.2746204,30.4979498,4
114.2746204,30.5392723,2
114.2746204,30.54106893,1
114.2746204,30.54466219,18
114.2746204,30.54825546,29
114.2746204,30.55005209,4
114.2746204,30.55184872,2
114.2746204,30.55544198,46
114.2746204,30.55903524,21
114.2746204,30.5626285,28
114.2746204,30.56442513,73
114.2746204,30.56622176,65
114.2746204,30.56801839,52
114.2746204,30.56981502,86
114.2746204,30.57161165,192
114.2746204,30.57340828,143
114.2746204,30.57520491,81
114.2746204,30.57879818,44
114.2746204,30.58059481,89
114.2746204,30.58239144,138
114.2746204,30.58418807,91
114.2746204,30.5859847,93
114.2746204,30.58778133,86
114.2746204,30.58957796,41
114.2746204,30.59317122,119
114.2746204,30.59496785,85
114.2746204,30.59676448,112
114.2746204,30.59856111,156
114.2746204,30.60035774,164
114.2746204,30.60215437,13
114.2746204,30.60574763,92
114.2746204,30.60754426,99
114.2746204,30.60934089,255
114.2746204,30.61113753,235
114.2746204,30.61293416,22
114.2746204,30.61473079,66
114.2746204,30.61832405,131
114.2746204,30.62012068,25
114.2746204,30.62191731,47
114.2746204,30.62371394,138
114.2746204,30.62551057,21
114.2746204,30.6273072,33
114.2746204,30.62910383,27
114.2746204,30.63090046,19
114.2746204,30.63269709,17
114.2746204,30.63449372,31
114.2746204,30.63808698,4
114.2746204,30.64168025,7
114.2746204,30.64347688,14
114.2746204,30.64527351,5
114.2746204,30.64886677,3
114.2746204,30.65246003,8
114.2746204,30.65425666,9
114.2746204,30.65605329,3
114.2746204,30.66144318,2
114.2767045,30.47998349,2
114.2767045,30.48178012,26
114.2767045,30.48357676,5
114.2767045,30.49076328,2
114.2767045,30.49255991,9
114.2767045,30.4979498,4
114.2767045,30.50154306,2
114.2767045,30.51052621,1
