x,y,h
114.1975061,30.56622176,35
114.1975061,30.56801839,3
114.1975061,30.56981502,22
114.1975061,30.57161165,45
114.1975061,30.58418807,2
114.1975061,30.5859847,22
114.1975061,30.59137459,23
114.1975061,30.59317122,27
114.1975061,30.59676448,35
114.1975061,30.60035774,137
114.1975061,30.60215437,23
114.1975061,30.603951,14
114.1975061,30.60574763,14
114.1975061,30.60754426,9
114.1975061,30.60934089,63
114.1975061,30.61113753,7
114.1975061,30.61293416,23
114.1975061,30.61473079,28
114.1975061,30.61652742,8
114.1975061,30.61832405,125
114.1975061,30.62191731,152
114.1975061,30.62371394,59
114.1975061,30.62551057,24
114.1975061,30.62910383,88
114.1995903,30.51232284,1
114.1995903,30.51411947,3
114.1995903,30.51591611,4
114.1995903,30.51771274,24
114.1995903,30.51950937,6
114.1995903,30.521306,3
114.1995903,30.52310263,18
114.1995903,30.52849252,5
114.1995903,30.53028915,3
114.1995903,30.53388241,39
114.1995903,30.53567904,24
114.1995903,30.53747567,31
114.1995903,30.5392723,1
114.1995903,30.54106893,75
114.1995903,30.54286556,166
114.1995903,30.54466219,6
114.1995903,30.54645883,21
114.1995903,30.54825546,23
114.1995903,30.55184872,13
114.1995903,30.55364535,9
114.1995903,30.55544198,48
114.1995903,30.55723861,3
114.1995903,30.55903524,14
114.1995903,30.56083187,117
114.1995903,30.5626285,28
114.1995903,30.56442513,7
114.1995903,30.56622176,27
114.1995903,30.56801839,6
114.1995903,30.56981502,5
114.1995903,30.57161165,22
114.1995903,30.57340828,12
114.1995903,30.57700154,2
114.1995903,30.58418807,2
114.1995903,30.58778133,8
114.1995903,30.58957796,75
114.1995903,30.59317122,1
114.1995903,30.59496785,57
114.1995903,30.59676448,21
114.1995903,30.59856111,11
114.1995903,30.60035774,6
114.1995903,30.60215437,16
114.1995903,30.60574763,4
114.1995903,30.60754426,11
114.1995903,30.60934089,3
114.1995903,30.61113753,13
114.1995903,30.61293416,4
114.1995903,30.61473079,582
114.1995903,30.61652742,28
114.1995903,30.61832405,81
114.1995903,30.62012068,322
114.1995903,30.62191731,27
114.1995903,30.62371394,388
114.1995903,30.62551057,14
114.1995903,30.6273072,21
114.1995903,30.62910383,28
114.2016744,30.51232284,8
114.2016744,30.51411947,4
114.2016744,30.51591611,21
114.2016744,30.51950937,21
114.2016744,30.521306,8
114.2016744,30.52310263,3
114.2016744,30.52669589,5
114.2016744,30.53208578,6
114.2016744,30.53388241,34
114.2016744,30.53567904,32
114.2016744,30.53747567,2
114.2016744,30.5392723,12
114.2016744,30.54106893,9
114.2016744,30.54645883,23
114.2016744,30.54825546,18
114.2016744,30.55005209,27
114.2016744,30.55184872,14
114.2016744,30.55364535,27
114.2016744,30.55544198,56
114.2016744,30.55723861,54
114.2016744,30.55903524,45
114.2016744,30.56083187,31
114.2016744,30.5626285,153
114.2016744,30.56442513,37
114.2016744,30.56622176,9
114.2016744,30.56801839,2
114.2016744,30.56981502,32
114.2016744,30.57340828,15
114.2016744,30.57520491,9
114.2016744,30.57700154,8
114.2016744,30.57879818,98
114.2016744,30.58778133,6
114.2016744,30.58957796,22
114.2016744,30.59317122,12
114.2016744,30.59496785,39
114.2016744,30.59676448,27
114.2016744,30.60035774,12
114.2016744,30.60215437,22
114.2016744,30.603951,4
114.2016744,30.60754426,4
114.2016744,30.61113753,8
114.2016744,30.61473079,34
114.2016744,30.61652742,46
114.2016744,30.61832405,196
114.2016744,30.62012068,419
114.2016744,30.62191731,119
114.2016744,30.62371394,99
114.2016744,30.62551057,467
114.2016744,30.6273072,83
114.2016744,30.62910383,1
114.2037586,30.50154306,1
114.2037586,30.50333969,1
114.2037586,30.50513632,2
114.2037586,30.51411947,6
114.2037586,30.53208578,25
114.2037586,30.53388241,2
114.2037586,30.5392723,32
114.2037586,30.54106893,14
114.2037586,30.54286556,1
114.2037586,30.54466219,2
114.2037586,30.54825546,72
114.2037586,30.55005209,29
114.2037586,30.55184872,4
114.2037586,30.55364535,21
114.2037586,30.55723861,7
114.2037586,30.56083187,46
114.2037586,30.5626285,86
114.2037586,30.56442513,79
114.2037586,30.56622176,46
114.2037586,30.56801839,47
114.2037586,30.57161165,13
114.2037586,30.57340828,19
114.2037586,30.57700154,4
114.2037586,30.58778133,6
114.2037586,30.58957796,17
114.2037586,30.59137459,25
114.2037586,30.59496785,12
114.2037586,30.59676448,2
114.2037586,30.59856111,88
114.2037586,30.60035774,36
114.2037586,30.60215437,131
114.2037586,30.60574763,6
114.2037586,30.60754426,12
114.2037586,30.60934089,55
114.2037586,30.61113753,8
114.2037586,30.61293416,4
114.2037586,30.61473079,4
114.2037586,30.61652742,4
114.2037586,30.61832405,36
114.2037586,30.62012068,32
114.2037586,30.62191731,236
114.2037586,30.62371394,98
114.2037586,30.62551057,8
114.2058428,30.49974643,1
114.2058428,30.50333969,1
114.2058428,30.50513632,3
114.2058428,30.50693295,2
114.2058428,30.51052621,6
114.2058428,30.51411947,14
114.2058428,30.51591611,23
114.2058428,30.51771274,2
114.2058428,30.52669589,8
114.2058428,30.53388241,13
114.2058428,30.53747567,7
114.2058428,30.54286556,2
114.2058428,30.54466219,26
114.2058428,30.54645883,14
114.2058428,30.54825546,14
114.2058428,30.55005209,37
114.2058428,30.55184872,74
114.2058428,30.55364535,95
114.2058428,30.55544198,21
114.2058428,30.55723861,49
114.2058428,30.55903524,32
114.2058428,30.5626285,34
114.2058428,30.56442513,96
114.2058428,30.56622176,52
114.2058428,30.56801839,49
114.2058428,30.56981502,54
114.2058428,30.57161165,35
114.2058428,30.57340828,1
114.2058428,30.57520491,12
114.2058428,30.57700154,2
114.2058428,30.58957796,32
114.2058428,30.59137459,37
114.2058428,30.59317122,32
114.2058428,30.59496785,43
114.2058428,30.59676448,125
114.2058428,30.59856111,33
114.2058428,30.60215437,177
114.2058428,30.603951,8
114.2058428,30.60574763,11
114.2058428,30.60934089,15
114.2058428,30.61113753,6
114.2058428,30.61293416,45
114.2058428,30.61473079,38
114.2058428,30.61652742,43
114.2058428,30.61832405,114
114.2058428,30.62012068,26
114.2058428,30.62191731,8
114.2058428,30.62551057,4
114.2058428,30.6273072,27
114.2058428,30.63269709,2
114.2079269,30.51052621,4
114.2079269,30.51411947,22
114.2079269,30.51771274,18
114.2079269,30.51950937,18
114.2079269,30.521306,6
114.2079269,30.52310263,4
114.2079269,30.53028915,1
114.2079269,30.5392723,6
114.2079269,30.54466219,2
114.2079269,30.54645883,4
114.2079269,30.54825546,24
114.2079269,30.55005209,18
114.2079269,30.55184872,48
114.2079269,30.55364535,35
114.2079269,30.55544198,47
114.2079269,30.55723861,34
114.2079269,30.55903524,67
114.2079269,30.56083187,81
114.2079269,30.5626285,88
114.2079269,30.56442513,11
114.2079269,30.56622176,9
114.2079269,30.56801839,44
114.2079269,30.57161165,23
114.2079269,30.57340828,26
114.2079269,30.57520491,22
114.2079269,30.57700154,75
114.2079269,30.5859847,44
114.2079269,30.58778133,3
114.2079269,30.58957796,5
114.2079269,30.59137459,16
114.2079269,30.59317122,27
114.2079269,30.59496785,25
114.2079269,30.59676448,48
114.2079269,30.59856111,27
114.2079269,30.60035774,87
114.2079269,30.603951,46
114.2079269,30.60754426,37
114.2079269,30.60934089,11
114.2079269,30.61293416,24
114.2079269,30.61473079,133
114.2079269,30.61652742,64
114.2079269,30.61832405,377
114.2079269,30.62012068,297
114.2079269,30.62191731,49
114.2079269,30.62551057,88
114.2079269,30.6273072,11
114.2100111,30.51052621,15
114.2100111,30.51232284,13
114.2100111,30.51411947,1
114.2100111,30.51591611,19
114.2100111,30.51771274,7
114.2100111,30.51950937,7
114.2100111,30.521306,4
114.2100111,30.52310263,19
114.2100111,30.52669589,1
114.2100111,30.52849252,75
114.2100111,30.53028915,11
114.2100111,30.53208578,3
114.2100111,30.53567904,7
114.2100111,30.53747567,4
114.2100111,30.54466219,21
114.2100111,30.54645883,25
114.2100111,30.55005209,16
114.2100111,30.55184872,16
114.2100111,30.55364535,26
114.2100111,30.55544198,66
114.2100111,30.55723861,12
114.2100111,30.55903524,69
114.2100111,30.56083187,74
114.2100111,30.5626285,169
114.2100111,30.56442513,22
114.2100111,30.56622176,28
114.2100111,30.56801839,22
114.2100111,30.56981502,24
114.2100111,30.57161165,92
114.2100111,30.57340828,13
114.2100111,30.57520491,19
114.2100111,30.57700154,2
114.2100111,30.58239144,4
114.2100111,30.58418807,5
114.2100111,30.5859847,168
114.2100111,30.58778133,38
114.2100111,30.58957796,32
114.2100111,30.59137459,2
114.2100111,30.59317122,11
114.2100111,30.59496785,21
114.2100111,30.59676448,148
114.2100111,30.60215437,23
114.2100111,30.603951,22
114.2100111,30.60574763,39
114.2100111,30.60754426,55
114.2100111,30.60934089,3
114.2100111,30.61113753,23
114.2100111,30.61293416,24
114.2100111,30.61473079,34
114.2100111,30.61652742,43
114.2100111,30.62012068,27
114.2100111,30.62191731,77
114.2100111,30.62371394,7
114.2100111,30.62551057,2
114.2120953,30.51052621,16
114.2120953,30.51232284,29
114.2120953,30.51411947,13
114.2120953,30.51771274,15
114.2120953,30.51950937,66
114.2120953,30.521306,26
114.2120953,30.52310263,9
114.2120953,30.52489926,2
114.2120953,30.52849252,1
114.2120953,30.53028915,1
114.2120953,30.53208578,12
114.2120953,30.53388241,8
114.2120953,30.53747567,1
114.2120953,30.54466219,8
114.2120953,30.54645883,4
114.2120953,30.54825546,26
114.2120953,30.55005209,6
114.2120953,30.55184872,18
114.2120953,30.55364535,7
114.2120953,30.55723861,36
114.2120953,30.56083187,41
114.2120953,30.5626285,51
114.2120953,30.56442513,55
114.2120953,30.56622176,157
114.2120953,30.56801839,24
114.2120953,30.56981502,12
114.2120953,30.57161165,19
114.2120953,30.57340828,4
114.2120953,30.57700154,3
114.2120953,30.58239144,2
114.2120953,30.5859847,45
114.2120953,30.58778133,122
114.2120953,30.58957796,33
114.2120953,30.59137459,36
114.2120953,30.59317122,51
114.2120953,30.59496785,98
114.2120953,30.59856111,188
114.2120953,30.60035774,8
114.2120953,30.60215437,69
114.2120953,30.603951,6
