,ID,marslng,marslat,wgs84lng,wgs84lat
0,4050649088,114.2986303,30.6524982,114.30407138196304,30.650102116775393
1,4052353026,114.3421481,30.5562401,114.3476474413358,30.55388547047346
2,1140523010,114.3527007,30.4724507,114.35820843415314,30.47008872699341
3,4052353031,114.3490652,30.5332611,114.35457302988407,30.5309110549336
4,1140523017,114.3597305,30.4761505,114.36524777664995,30.473800804954873
5,4052353034,114.3493054,30.533215,114.35481357653936,30.530865357687983
6,1144979466,114.3550597,30.5286307,114.36057554337795,30.5262892644554
7,1260847121,114.3962683,30.5140133,114.40181029945536,30.511709371694693
8,2418671634,114.4119647,30.6015834,114.41750543809093,30.599309118199294
9,6450708497,114.3314029,30.4921114,114.33687940863175,30.489716065817372
10,6450708500,114.3312728,30.4913214,114.33674902771827,30.488925590355933
11,6450708504,114.3315467,30.4904335,114.337023298284,30.488037959131898
12,6450708505,114.3310998,30.492112,114.3365758134828,30.489716086980245
13,6450708506,114.3310998,30.4924531,114.3365758430053,30.490057285167815
14,4052353051,114.3519612,30.5278625,114.35747271664692,30.52551566772871
15,4052353052,114.3496151,30.5287003,114.35512333436549,30.52634972161892
16,2418671644,114.4133732,30.6016073,114.41891253555107,30.599332380159282
17,6450708508,114.3290396,30.4921018,114.33451224435049,30.48970194387513
18,6450708507,114.3300819,30.4924548,114.3355562792607,30.49005703971933
19,1140523040,114.3624982,30.4749507,114.36801865922007,30.472604807622947
20,4052353057,114.3567797,30.5287512,114.36229782606075,30.5264125765811
21,4052353058,114.352996,30.5409101,114.35851009800123,30.538569310580943
22,5933760547,114.2659991,30.6031037,114.27141348017199,30.600649764218065
23,6450708515,114.3291271,30.492083,114.33459988580174,30.48968330592328
24,6450708517,114.3320319,30.4920125,114.33750942717685,30.489618338161105
25,4052353062,114.3535684,30.541288,114.35908332093935,30.538948291458723
26,4052353063,114.3534493,30.5417324,114.35896409583745,30.53939264321973
27,6450708519,114.3300779,30.4921142,114.33555224324734,30.489716334024664
28,6450708520,114.3293604,30.4919143,114.33483355270185,30.4895150038652
29,1260847139,114.3972296,30.5143066,114.40277142689743,30.51200299651312
30,1140523051,114.3649503,30.483796,114.37047425840943,30.4814560320794
31,6450708523,114.3290855,30.4914301,114.33455816129363,30.489030138712728
32,6450708525,114.3291324,30.4910106,114.33460510169122,30.488610608157625
33,1260847145,114.3965231,30.51387,114.4020650387163,30.511566093196922
34,1260847144,114.3973756,30.5138866,114.40291735623757,30.51158289854663
35,1260847152,114.3973307,30.5126894,114.40287236222409,30.51038531902784
36,1260847156,114.397232,30.5133911,114.40277374638018,30.51108721378973
37,6450708534,114.3320534,30.4906026,114.33753084022229,30.488208074707096
38,4052353082,114.3593215,30.5423239,114.364844035031,30.539993745829577
39,4052353083,114.3594439,30.5418915,114.3649665485375,30.539561387701195
40,1140523069,114.3585881,30.473662,114.36410374346113,30.47130987316903
41,2418671686,114.4125286,30.6021031,114.41806883333324,30.59982877506189
42,2418671689,114.4126037,30.6021483,114.41814386278942,30.599873958758955
43,1140523086,114.3593998,30.472527,114.36491635494485,30.470175820726755
44,2418671704,114.4111299,30.606266,114.4166718332867,30.603993919090865
45,2418671707,114.4112504,30.6062887,114.41679222413619,30.604016580790802
46,1140523104,114.3520114,30.4742076,114.35751832278082,30.471844938886598
47,1140523110,114.3500662,30.4733564,114.35557027792788,30.470990187293307
48,1144979561,114.3396307,30.53371,114.34512411449228,30.531343048979448
49,1140523115,114.3639601,30.4791748,114.36948257541538,30.476832160784184
50,1272840300,114.383125,30.5247598,114.38866636492158,30.52245224016662
51,1140523128,114.359565,30.4729573,114.36508179584615,30.470606489253612
52,1887830140,114.2531704,30.6066882,114.25858790550998,30.604230876317857
53,1140523133,114.3573967,30.4749909,114.3629109458686,30.47263726574068
54,1140523132,114.3557499,30.4715379,114.36126169708598,30.469180705358752
55,1887830145,114.2496179,30.6071312,114.25503751768406,30.604673814282773
56,1272840322,114.386398,30.5224269,114.39194027555936,30.520120987279274
57,1887830148,114.2538454,30.6051491,114.25926244283303,30.6026912620562
58,1887830150,114.2472688,30.6076106,114.25269014158138,30.60515351121882
