Longitude,Latitude,Magnitude
114.4078833,30.50293216,781.0
114.3913737,30.50976774,1023.0
114.3920558,30.5088019,827.0
114.4032099,30.50293557,373.0
114.3897933,30.50545937,1232.0
114.3942149,30.5100341,942.0
114.3996309,30.49953369,1051.0
114.3927318,30.50005723,1093.0
114.4039565,30.50570363,506.0
114.3936403,30.51076228,1336.0
114.4045729,30.50600785,1075.0
114.3936012,30.53290832,3890.0
114.3909132,30.51518268,869.0
114.403389,30.50292071,790.0
114.3935562,30.51052226,1336.0
114.3902955,30.50985202,821.0
114.3896732,30.51189536,847.0
114.4053747,30.50663514,1239.0
114.3894732,30.51052131,1219.0
114.3921749,30.50787993,758.0
114.3916265,30.51165118,990.0
114.3882769,30.51128804,878.0
114.404238,30.50602781,1079.0
114.4050533,30.50092038,1229.0
114.3897073,30.50792414,2224.0
114.3912791,30.49678074,2741.0
114.3919188,30.51059187,1043.0
114.4027842,30.50387388,658.0
114.3923603,30.51754751,2162.0
114.3894042,30.5119783,1045.0
114.3885269,30.5114121,868.0
114.4066942,30.50534554,850.0
114.3939714,30.50965689,980.0
114.3885269,30.5114481,864.0
114.388098,30.50943347,1627.0
114.4034313,30.50656655,941.0
114.3995158,30.50037066,1100.0
114.3897092,30.50792524,2224.0
114.3873516,30.48615978,3788.0
114.3900913,30.50961345,1706.0
114.3874657,30.50587785,764.0
114.4031941,30.50349185,632.0
114.4017755,30.50927523,1195.0
114.4059223,30.50254804,784.0
114.3911136,30.50987869,1029.0
114.4057904,30.50449654,1598.0
114.3830246,30.49570385,4201.0
114.3967611,30.47558594,4827.0
114.3922682,30.5078723,743.0
114.3903638,30.50809385,940.0
114.3903466,30.50809225,596.0
114.3979054,30.48061223,3792.0
114.3837577,30.51573605,1624.0
114.404324,30.50572973,812.0
114.3915187,30.50795477,696.0
114.39248,30.51224601,778.0
114.4040791,30.51753434,1712.0
114.3903668,30.50809415,939.0
114.404218,30.5060068,1081.0
114.3970672,30.51158809,1234.0
114.404363,30.5059568,1343.0
114.3901141,30.50806267,929.0
114.3930769,30.5115601,852.0
114.3876107,30.51027689,1224.0
114.4057701,30.5017147,1306.0
114.392703,30.51018706,967.0
114.388817,30.51165216,928.0
114.3907095,30.51106359,807.0
114.388847,30.51123617,1000.0
114.391615,30.50946201,1046.0
114.3914727,30.49999875,1672.0
114.3884959,30.51090209,1084.0
114.4081646,30.50063369,1591.0
114.3919958,30.50996589,1307.0
114.3997069,30.49950471,1040.0
114.392533,30.51230302,777.0
114.3885879,30.51070811,1069.0
114.4055571,30.5007814,928.0
114.3941284,30.51155639,1423.0
114.4057322,30.50215683,1165.0
114.4062892,30.50487969,1053.0
114.3869558,30.5073187,2328.0
114.4235248,30.50383299,3003.0
114.3911856,30.51226871,730.0
114.3940294,30.51102237,1345.0
114.3776392,30.51819369,3373.0
114.419259,30.51428427,3005.0
114.4055117,30.50682222,1151.0
114.3948869,30.51719072,1880.0
114.3864284,30.50839562,1290.0
114.3904559,30.4970053,1782.0
114.3940904,30.51164038,1424.0
114.4073997,30.50721121,1236.0
114.3898933,30.51206641,996.0
114.4047106,30.50249881,1138.0
114.3895382,30.50789846,2197.0
114.4043518,30.50399221,890.0
114.4065492,30.50586201,855.0
114.392533,30.51089902,1431.0
114.3932698,30.50981368,759.0
114.3908921,30.50809193,901.0
114.3903695,30.50809415,939.0
114.3893396,30.51053109,1185.0
114.4024455,30.50688971,1124.0
114.4033681,30.503867,721.0
114.404421,30.50608185,1063.0
114.3875657,30.51027288,1221.0
114.3892591,30.50964226,1311.0
114.3984706,30.52620546,2908.0
114.3903697,30.50809415,939.0
114.3867843,30.50731094,1945.0
114.3941134,30.51066939,1361.0
114.4000039,30.49518051,1367.0
114.3882979,30.51070404,1051.0
114.3929831,30.51023612,1102.0
114.3920338,30.5102219,1023.0
114.3917168,30.50878382,1059.0
114.4032758,30.5039352,724.0
114.388626,30.51138312,886.0
114.392814,30.50966708,1055.0
114.403668,30.48013663,3354.0
114.4106659,30.50334342,1287.0
114.3996268,30.51065754,287.0
114.4032899,30.50392601,725.0
114.3990277,30.49776654,1132.0
114.3874357,30.50058683,1860.0
114.390354,30.50809285,532.0
114.3888158,30.51098491,1063.0
114.3885269,30.51051309,1063.0
114.3922784,30.50898307,741.0
114.4039881,30.50422477,1024.0
114.3909536,30.50784464,1087.0
114.3925896,30.50022487,1016.0
114.3945175,30.51389449,1410.0
114.4033089,30.51312762,1405.0
114.4034041,30.50406606,718.0
114.388847,30.51132217,994.0
114.4038711,30.5058947,1027.0
114.3897024,30.50792284,1981.0
114.4031163,30.50627968,1360.0
114.4026895,30.50683875,1129.0
114.4072472,30.50147256,708.0
114.412403,30.50915947,1882.0
114.3910986,30.50985368,1031.0
114.38862,30.51063312,1058.0
114.4032041,30.50359588,645.0
114.4051168,30.50658406,1228.0
114.3894502,30.5108223,1042.0
114.3884279,30.51142307,888.0
114.3867865,30.5073427,1623.0
114.3903706,30.50809415,939.0
114.3918428,30.51088186,949.0
114.4036049,30.50319484,722.0
114.4033673,30.50656623,936.0
114.3945965,30.51533251,1170.0
114.4149161,30.49151245,3492.0
114.4102531,30.49185277,2430.0
114.4188542,30.51206147,2927.0
114.4042638,30.50344103,669.0
114.4053432,30.5008554,1240.0
114.3876346,30.50732018,2133.0
114.4056561,30.50125455,1295.0
114.4038792,30.50649589,893.0
114.3939717,30.50965689,877.0
114.3986912,30.49769477,1612.0
114.3875242,30.50546505,806.0
114.3918927,30.5091718,844.0
114.403376,30.50334484,744.0
114.3911726,30.5100407,1034.0
114.388672,30.51134713,898.0
114.3939469,30.51002715,1031.0
114.3921359,30.50901092,768.0
114.3893613,30.51065235,1193.0
114.3917017,30.50836782,848.0
114.4021554,30.50402377,805.0
114.3997992,30.51030798,608.0
114.3985696,30.52621349,2624.0
114.3903711,30.50809415,1650.0
114.4009341,30.49981627,1253.0
114.4039581,30.50967377,1513.0
114.4038603,30.50267897,583.0
114.3901663,30.50988102,899.0
114.403927,30.49976474,1564.0
114.4221133,30.47797146,5043.0
114.388756,30.51138315,904.0
114.3915027,30.50831077,1047.0
114.3853491,30.50725538,1785.0
114.3923039,30.50791296,717.0
114.3920558,30.5093739,968.0
114.3688891,30.51975968,3595.0
114.4119436,30.51498568,2529.0
114.3938003,30.51127332,1376.0
114.3940444,30.51072437,1360.0
114.3909005,30.50972464,539.0
114.388741,30.50971014,1275.0
114.3894202,30.50865429,1811.0
114.3921749,30.50778693,941.0
114.3868935,30.50606072,1071.0
114.403637,30.51839071,1421.0
114.4030864,30.50691086,1221.0
114.3941744,30.5110434,1355.0
114.3874507,30.51003585,1252.0
114.3912126,30.5078837,1052.0
