a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
3nXMxq,2018-02-05T02:01:48,114.2305377,30.60878449,2018-02-05T02:03:59,114.2330475,30.60947089,252,1,114.2250972,30.61123439,114.2276106,30.61192217,114.2305377,30.60878449,114.2330475,30.60947089
3nl2qm,2018-02-05T02:01:50,114.2217369,30.61123179,2018-02-05T02:03:59,114.2245001,30.61017146,290,1,114.2162814,30.61367316,114.2190497,30.6126159,114.2217369,30.61123179,114.2245001,30.61017146
0nNw8L,2018-02-05T02:01:54,114.3042545,30.61560516,2018-02-05T02:04:06,114.30516,30.61666123,146,1,114.2988093,30.61800766,114.2997135,30.61906176,114.3042545,30.61560516,114.30516,30.61666123
07o32V,2018-02-05T02:01:55,114.2496797,30.61717559,2018-02-05T02:04:04,114.2509488,30.61477317,293,1,114.2442593,30.61962891,114.2455294,30.61722744,114.2496797,30.61717559,114.2509488,30.61477317
26nbAv,2018-02-05T02:01:56,114.3485559,30.61767931,2018-02-05T02:04:05,114.3496765,30.61667699,155,1,114.3430415,30.61999903,114.3441605,30.61899517,114.3485559,30.61767931,114.3496765,30.61667699
26PBdv,2018-02-05T02:02:07,114.2895345,30.63518638,2018-02-05T02:04:17,114.2868639,30.63326631,333,1,114.2841049,30.63760343,114.2814369,30.63568772,114.2895345,30.63518638,114.2868639,30.63326631
2dD4E4,2018-02-05T02:02:11,114.2699364,30.64204647,2018-02-05T02:04:22,114.2723079,30.64348403,278,1,114.2645181,30.64448159,114.2668888,30.64591665,114.2699364,30.64204647,114.2723079,30.64348403
3pm6pL,2018-02-05T02:02:11,114.3885269,30.5137231,2018-02-05T03:00:15,114.4064528,30.63985566,14130,1,114.3829849,30.51603041,114.4009042,30.64211248,114.3885269,30.5137231,114.4064528,30.63985566
3pR5oq,2018-02-05T02:02:11,114.2555547,30.64471729,2018-02-05T02:04:22,114.2573843,30.64497592,177,1,114.250135,30.64715833,114.2519652,30.64741637,114.2555547,30.64471729,114.2573843,30.64497592
27GrbZ,2018-02-05T02:02:13,114.2501606,30.6495235,2018-02-05T04:05:19,114.2524124,30.64942288,216,1,114.2447377,30.65196311,114.2469908,30.65186239,114.2501606,30.6495235,114.2524124,30.64942288
26l7o4,2018-02-05T02:02:16,114.4014051,30.65540416,2018-02-05T02:04:26,114.4008061,30.65185945,398,1,114.3958523,30.65765384,114.3952534,30.65411073,114.4014051,30.65540416,114.4008061,30.65185945
37waeM,2018-02-05T02:02:17,114.3344324,30.6601247,2018-02-05T02:04:27,114.3345502,30.65742072,301,1,114.3289364,30.66245217,114.3290542,30.65974917,114.3344324,30.6601247,114.3345502,30.65742072
37eXJg,2018-02-05T02:02:19,114.2953462,30.66786083,2018-02-05T02:04:29,114.2965815,30.66538338,300,1,114.2899077,30.67025513,114.2911418,30.66777692,114.2953462,30.66786083,114.2965815,30.66538338
27e756,2018-02-05T02:02:32,114.4232617,30.4673855,2018-02-05T02:04:44,114.4303101,30.4732858,942,1,114.4177468,30.46971173,114.4248067,30.47561816,114.4232617,30.4673855,114.4303101,30.4732858
3nlY6p,2018-02-05T02:02:32,114.2782999,30.47557544,2018-02-05T02:04:44,114.2807394,30.47556092,234,1,114.2728926,30.47806184,114.2753306,30.47804471,114.2782999,30.47557544,114.2807394,30.47556092
0nNaEV,2018-02-05T02:02:34,114.4144727,30.47598953,2018-02-05T02:04:45,114.4115726,30.47622645,279,1,114.4089455,30.47830696,114.4060424,30.47854244,114.4144727,30.47598953,114.4115726,30.47622645
26gnnv,2018-02-05T02:02:36,114.4168241,30.48012068,2018-02-05T12:17:53,114.4228687,30.47795368,7216361,1,114.4112992,30.48243838,114.4173522,30.48027671,114.4168241,30.48012068,114.4228687,30.47795368
26gyV4,2018-02-05T02:02:36,114.4168241,30.48012068,2018-02-05T14:43:04,114.4164369,30.47017479,1107,1,114.4112992,30.48243838,114.4109124,30.47249493,114.4168241,30.48012068,114.4164369,30.47017479
27GnyG,2018-02-05T02:02:41,114.3044121,30.49111047,2018-02-05T02:04:51,114.3005759,30.48936079,416,1,114.2989775,30.49355604,114.2951465,30.49181324,114.3044121,30.49111047,114.3005759,30.48936079
3nX4B7,2018-02-05T02:02:44,114.2991646,30.49817815,2018-02-05T02:04:57,114.3006187,30.5022701,476,1,114.2937362,30.50063032,114.2951881,30.50471872,114.2991646,30.49817815,114.3006187,30.5022701
37ergq,2018-02-05T02:02:47,114.4293609,30.50192151,2018-02-05T02:04:54,114.433855,30.49723549,676,1,114.4238532,30.50424459,114.4283565,30.49956581,114.4293609,30.50192151,114.433855,30.49723549
3nlOEE,2018-02-05T02:02:50,114.4137619,30.50920829,2018-02-05T02:05:01,114.4165826,30.5085949,279,1,114.408231,30.51151577,114.411055,30.51090418,114.4137619,30.50920829,114.4165826,30.5085949
05MgMX,2018-02-05T02:02:51,114.3937693,30.51027831,2018-02-05T11:41:38,114.4279437,30.51512368,3318,1,114.3882273,30.51258418,114.4224323,30.51744108,114.3937693,30.51027831,114.4279437,30.51512368
0n4N0D,2018-02-05T02:02:53,114.2448016,30.5117797,2018-02-05T02:05:04,114.2420403,30.51366052,337,1,114.2393865,30.51427041,114.2366224,30.51615,114.2448016,30.5117797,114.2420403,30.51366052
0nwZrL,2018-02-05T02:02:58,114.2246704,30.52297322,2018-02-05T02:05:11,114.2222273,30.52432498,278,1,114.2192278,30.5254493,114.2167803,30.52679831,114.2246704,30.52297322,114.2222273,30.52432498
0n4M57,2018-02-05T02:02:59,114.3071544,30.52112537,2018-02-05T02:05:10,114.3081951,30.52156598,111,1,114.3017134,30.52355716,114.3027526,30.5239958,114.3071544,30.52112537,114.3081951,30.52156598
3nlOED,2018-02-05T02:03:06,114.3284886,30.53312249,2018-02-05T02:05:20,114.3272269,30.53442006,188,1,114.3230133,30.53551076,114.3217536,30.53681032,114.3284886,30.53312249,114.3272269,30.53442006
07e5p7,2018-02-05T02:03:07,114.2286663,30.53354779,2018-02-05T02:05:16,114.2314835,30.53243994,297,1,114.2232294,30.5360238,114.226051,30.53491835,114.2286663,30.53354779,114.2314835,30.53243994
07ey5L,2018-02-05T02:03:07,114.3917771,30.53290819,2018-02-05T02:05:19,114.3887561,30.53371969,303,1,114.3862331,30.5352077,114.3832123,30.53602048,114.3917771,30.53290819,114.3887561,30.53371969
26EnMG,2018-02-05T02:03:10,114.3515182,30.53554595,2018-02-05T02:05:22,114.3505575,30.53691164,178,1,114.3460066,30.53789102,114.3450472,30.5392579,114.3515182,30.53554595,114.3505575,30.53691164
37elXD,2018-02-05T02:03:10,114.1685211,30.53822877,2018-02-05T02:05:18,114.1783311,30.53371707,1065,1,114.1629358,30.54061196,114.1727747,30.53612022,114.1685211,30.53822877,114.1783311,30.53371707
0nKL4P,2018-02-05T02:03:14,114.1842657,30.54549777,2018-02-05T02:05:26,114.1852686,30.5469807,191,1,114.1787252,30.54790795,114.1797308,30.5493922,114.1842657,30.54549777,114.1852686,30.5469807
3nXJXE,2018-02-05T02:03:14,114.3359733,30.54175808,2018-02-05T02:05:23,114.3352066,30.54083717,126,1,114.3304851,30.54412921,114.3297197,30.54321007,114.3359733,30.54175808,114.3352066,30.54083717
2PRYO5,2018-02-05T02:03:17,114.4038951,30.54583188,2018-02-05T02:05:27,114.3992593,30.54743873,479,1,114.3983531,30.5481247,114.3937151,30.54973116,114.4038951,30.54583188,114.3992593,30.54743873
37eQ6l,2018-02-05T02:03:17,114.2471617,30.5473558,2018-02-05T02:05:27,114.2457038,30.54713137,142,1,114.2417455,30.54983528,114.2402864,30.54961075,114.2471617,30.5473558,114.2457038,30.54713137
3QEqpq,2018-02-05T02:03:17,114.2416071,30.54776394,2018-02-05T02:05:29,114.2439375,30.55034947,364,1,114.2361858,30.55024217,114.2385183,30.55282742,114.2416071,30.54776394,114.2439375,30.55034947
27RzYN,2018-02-05T02:03:19,114.3275293,30.54978735,2018-02-05T02:05:31,114.3261173,30.55125235,212,1,114.3220541,30.55217185,114.3206443,30.55363904,114.3275293,30.54978735,114.3261173,30.55125235
3QMNoL,2018-02-05T02:03:19,114.1891252,30.5527274,2018-02-05T02:05:30,114.1893992,30.55163438,124,1,114.1835977,30.55514384,114.1838725,30.55405168,114.1891252,30.5527274,114.1893992,30.55163438
26l7GJ,2018-02-05T02:03:20,114.2923771,30.55150355,2018-02-05T02:05:31,114.2943435,30.55146028,188,1,114.2869518,30.55394897,114.2889161,30.55390283,114.2923771,30.55150355,114.2943435,30.55146028
05DNoP,2018-02-05T02:03:31,114.2657973,30.5687451,2018-02-05T02:05:41,114.2654394,30.56685716,213,1,114.2603859,30.57121221,114.2600282,30.56932517,114.2657973,30.5687451,114.2654394,30.56685716
3n0YaE,2018-02-05T02:03:34,114.2724694,30.57299065,2018-02-05T02:05:43,114.2717437,30.57102063,230,1,114.2670563,30.57545138,114.266331,30.57348269,114.2724694,30.57299065,114.2717437,30.57102063
3GewMD,2018-02-05T02:03:37,114.2875769,30.5801324,2018-02-05T02:05:56,114.2874169,30.59157845,1273,1,114.2821538,30.58257411,114.281993,30.59401602,114.2875769,30.5801324,114.2874169,30.59157845
3n5rxg,2018-02-05T02:03:44,114.249897,30.58901463,2018-02-05T02:05:55,114.2501296,30.59017559,131,1,114.2444791,30.59147911,114.2447118,30.59263962,114.249897,30.58901463,114.2501296,30.59017559
3GYaLl,2018-02-05T02:03:47,114.2874929,30.59282744,2018-02-05T02:05:58,114.2874779,30.59410244,142,1,114.2820688,30.59526443,114.2820537,30.59653895,114.2874929,30.59282744,114.2874779,30.59410244
04qdRD,2018-02-05T02:03:57,114.2283791,30.60826382,2018-02-05T02:06:07,114.2359062,30.60478652,818,1,114.2229353,30.61071232,114.2304735,30.60724129,114.2283791,30.60826382,114.2359062,30.60478652
3QY8ZD,2018-02-05T02:04:05,114.2019623,30.61785693,2018-02-05T02:06:18,114.2022737,30.6204374,288,1,114.196463,30.62027007,114.1967749,30.62284996,114.2019623,30.61785693,114.2022737,30.6204374
3nwgYg,2018-02-05T02:04:07,114.1882918,30.61940244,2018-02-05T02:06:20,114.1877672,30.62251482,350,1,114.1827561,30.62179207,114.1822298,30.62490223,114.1882918,30.61940244,114.1877672,30.62251482
05Ye67,2018-02-05T02:04:09,114.1925578,30.62119824,2018-02-05T02:06:21,114.1928928,30.62271221,171,1,114.1870337,30.62359461,114.1873694,30.62510853,114.1925578,30.62119824,114.1928928,30.62271221
3ngGX7,2018-02-05T02:04:14,114.1969898,30.62743075,2018-02-05T12:04:37,114.2024885,30.62501971,7209657,1,114.1914769,30.62983199,114.1969898,30.6274307,114.1969898,30.62743075,114.2024885,30.62501971
26N4B5,2018-02-05T02:05:17,114.3491144,30.53226725,2018-02-05T02:07:33,114.345441,30.52295985,1093,1,114.3436066,30.53461754,114.3399395,30.52531964,114.3491144,30.53226725,114.345441,30.52295985
0BAGa7,2018-02-05T02:05:22,114.3270403,30.53653332,2018-02-05T02:07:42,114.3272083,30.53397932,284,1,114.3215671,30.53892324,114.321735,30.53636976,114.3270403,30.53653332,114.3272083,30.53397932
0ygMzX,2018-02-05T02:05:26,114.3208604,30.5433004,2018-02-05T02:07:49,114.3204794,30.54239241,107,1,114.3153966,30.54569983,114.3150163,30.54479287,114.3208604,30.5433004,114.3204794,30.54239241
26gdAR,2018-02-05T02:05:31,114.3239211,30.55269448,2018-02-05T02:07:54,114.3266367,30.55154217,290,1,114.3184516,30.55508487,114.3211628,30.55392777,114.3239211,30.55269448,114.3266367,30.55154217
3nLBlM,2018-02-05T02:05:39,114.2027524,30.56515594,2018-02-05T02:08:01,114.2030372,30.56333344,204,1,114.1972596,30.56759059,114.1975452,30.56576918,114.2027524,30.56515594,114.2030372,30.56333344
3QOrxa,2018-02-05T02:05:42,114.3451951,30.57046317,2018-02-05T02:08:07,114.3455641,30.57203621,178,1,114.3396898,30.57280716,114.3400581,30.57437896,114.3451951,30.57046317,114.3455641,30.57203621
0Bq6o2,2018-02-05T02:05:50,114.1772162,30.58325524,2018-02-05T14:20:20,114.1826963,30.58086856,7212274,1,114.1716522,30.5856388,114.1771483,30.5832632,114.1772162,30.58325524,114.1826963,30.58086856
26g8YZ,2018-02-05T02:05:52,114.3298047,30.5848483,2018-02-05T02:08:16,114.3286669,30.58454217,114,1,114.3243228,30.58721575,114.3231869,30.58691191,114.3298047,30.5848483,114.3286669,30.58454217
26yr55,2018-02-05T02:05:52,114.3292283,30.58464437,2018-02-05T02:08:14,114.3278092,30.58447622,137,1,114.3237473,30.587013,114.3223306,30.58684763,114.3292283,30.58464437,114.3278092,30.58447622
04BZvP,2018-02-05T02:06:00,114.34584,30.59518173,2018-02-05T02:08:22,114.3467762,30.59254773,306,1,114.3403316,30.59751525,114.3412666,30.5948806,114.34584,30.59518173,114.3467762,30.59254773
3QELNL,2018-02-05T02:06:02,114.2617322,30.59862596,2018-02-05T02:08:28,114.2657963,30.60057217,445,1,114.2563181,30.60108394,114.2603821,30.60302723,114.2617322,30.59862596,114.2657963,30.60057217
0nKM0P,2018-02-05T02:06:04,114.2291881,30.60202155,2018-02-05T02:08:28,114.2280553,30.60229777,113,1,114.2237461,30.60447315,114.2226115,30.60474839,114.2291881,30.60202155,114.2280553,30.60229777
3pevKM,2018-02-05T02:06:05,114.2645026,30.60444043,2018-02-05T02:08:31,114.2653954,30.60549126,145,1,114.2590881,30.60689471,114.2599808,30.60794461,114.2645026,30.60444043,114.2653954,30.60549126
05Rqyl,2018-02-05T02:06:07,114.2662722,30.60595409,2018-02-05T02:08:31,114.2656393,30.60522921,101,1,114.2608576,30.60840672,114.2602248,30.60768252,114.2662722,30.60595409,114.2656393,30.60522921
0nPl0x,2018-02-05T02:06:12,114.3467461,30.6113935,2018-02-05T02:08:35,114.3506422,30.61022172,395,1,114.3412349,30.61371897,114.3451254,30.61254086,114.3467461,30.6113935,114.3506422,30.61022172
26gKOZ,2018-02-05T02:06:23,114.1965961,30.6247396,2018-02-05T02:08:45,114.1968137,30.62342695,147,1,114.1910824,30.62714131,114.1913007,30.62582957,114.1965961,30.6247396,114.1968137,30.62342695
3n6pYM,2018-02-05T02:06:32,114.3981586,30.64095141,2018-02-05T02:08:57,114.3977599,30.64247634,174,1,114.3926059,30.64320778,114.392207,30.64473212,114.3981586,30.64095141,114.3977599,30.64247634
2dD4E4,2018-02-05T02:06:33,114.2723079,30.64348403,2018-02-05T02:08:57,114.2708002,30.64189131,228,1,114.2668888,30.64591665,114.2653817,30.64432584,114.2723079,30.64348403,114.2708002,30.64189131
26PaJN,2018-02-05T02:06:37,114.3008792,30.65558235,2018-02-05T02:09:01,114.3003558,30.65475627,105,1,114.295435,30.65797345,114.2949124,30.65714859,114.3008792,30.65558235,114.3003558,30.65475627
2dzRP6,2018-02-05T02:06:39,114.3230043,30.65781058,2018-02-05T02:09:02,114.3221123,30.65663159,156,1,114.3175271,30.66016091,114.3166367,30.65898414,114.3230043,30.65781058,114.3221123,30.65663159
2dOAzR,2018-02-05T02:06:42,114.3300112,30.6690776,2018-02-05T02:13:30,114.3293162,30.66759859,177,1,114.3245216,30.67140946,114.3238279,30.66993245,114.3300112,30.6690776,114.3293162,30.66759859
26J3La,2018-02-05T02:07:07,114.3787282,30.47174097,2018-02-05T02:09:18,114.3813879,30.47253076,270,1,114.3731937,30.47406795,114.3758519,30.47485512,114.3787282,30.47174097,114.3813879,30.47253076
3ngAga,2018-02-05T02:07:10,114.4168241,30.48012068,2018-02-05T17:25:30,114.4228904,30.47801059,7216364,1,114.4112992,30.48243838,114.417374,30.48033362,114.4168241,30.48012068,114.4228904,30.47801059
0nPzlD,2018-02-05T02:07:12,114.4150798,30.4807238,2018-02-05T14:11:18,114.4225286,30.4797561,722,1,114.4095529,30.48304027,114.4170115,30.48207832,114.4150798,30.4807238,114.4225286,30.4797561
3QOp2E,2018-02-05T02:07:12,114.4163945,30.48123979,2018-02-05T02:13:47,114.4150401,30.47978245,208,1,114.410869,30.4835569,114.4095132,30.48209916,114.4163945,30.48123979,114.4150401,30.47978245
0nbQmP,2018-02-05T02:07:16,114.2847963,30.49569813,2018-02-05T02:09:24,114.3110838,30.4847314,2798,1,114.2793829,30.4981715,114.3056402,30.48716708,114.2847963,30.49569813,114.3110838,30.4847314
0nJ6rX,2018-02-05T02:07:16,114.4173426,30.49245786,2018-02-05T02:09:28,114.4164991,30.49338083,131,1,114.4118173,30.49477242,114.4109727,30.49569457,114.4173426,30.49245786,114.4164991,30.49338083
3np2xL,2018-02-05T02:07:22,114.2835426,30.50704585,2018-02-05T02:09:34,114.2830687,30.50608092,117,1,114.2781292,30.50951737,114.2776557,30.5085533,114.2835426,30.50704585,114.2830687,30.50608092
3Q2PRa,2018-02-05T02:07:29,114.3900633,30.51456345,2018-02-05T02:09:37,114.3865924,30.51045766,565,1,114.384521,30.51686965,114.3810511,30.51276718,114.3900633,30.51456345,114.3865924,30.51045766
0nPyzx,2018-02-05T02:07:33,114.3176546,30.52238749,2018-02-05T02:09:45,114.315065,30.52270653,251,1,114.3121977,30.52479982,114.3096121,30.52512357,114.3176546,30.52238749,114.315065,30.52270653
05Qz67,2018-02-05T02:07:45,114.3132927,30.53853268,2018-02-05T02:09:59,114.3138877,30.54000466,173,1,114.3078412,30.54094782,114.3084351,30.54241822,114.3132927,30.53853268,114.3138877,30.54000466
0nKL4P,2018-02-05T02:07:50,114.1852686,30.5469807,2018-02-05T02:10:00,114.1830408,30.54390784,403,1,114.1797308,30.5493922,114.177497,30.54631632,114.1852686,30.5469807,114.1830408,30.54390784
3QEqpq,2018-02-05T02:07:53,114.2439375,30.55034947,2018-02-05T02:12:15,114.2416671,30.54798893,341,1,114.2385183,30.55282742,114.2362459,30.55046711,114.2439375,30.55034947,114.2416671,30.54798893
3nBbRM,2018-02-05T02:08:12,114.2564364,30.58083925,2018-02-05T02:10:26,114.2604229,30.58233017,416,1,114.2510225,30.58330595,114.25501,30.58479498,114.2564364,30.58083925,114.2604229,30.58233017
05DpvD,2018-02-05T02:08:17,114.3631324,30.58905334,2018-02-05T02:10:30,114.3633494,30.58779137,142,1,114.3576013,30.59136098,114.3578181,30.59009918,114.3631324,30.58905334,114.3633494,30.58779137
26ZBK6,2018-02-05T02:08:22,114.4045561,30.60168163,2018-02-05T02:10:52,114.4062979,30.61547445,1543,1,114.3990096,30.60395393,114.4007513,30.61774145,114.4045561,30.60168163,114.4062979,30.61547445
3nX5pm,2018-02-05T02:08:27,114.3247479,30.5985617,2018-02-05T02:10:35,114.3227024,30.59601653,344,1,114.319273,30.60093354,114.3172311,30.59839326,114.3247479,30.5985617,114.3227024,30.59601653
0n26x7,2018-02-05T02:08:28,114.3528105,30.60162872,2018-02-05T02:10:40,114.3507772,30.60221549,205,1,114.3472914,30.60394761,114.3452609,30.60453759,114.3528105,30.60162872,114.3507772,30.60221549
0nlZOD,2018-02-05T02:08:28,114.2480285,30.60221574,2018-02-05T02:33:49,114.246781,30.60510165,342,1,114.2426082,30.60467503,114.2413595,30.60755969,114.2480285,30.60221574,114.246781,30.60510165
0nB2XO,2018-02-05T02:08:30,114.3600021,30.60401662,2018-02-05T02:10:43,114.3637566,30.60581381,411,1,114.3544733,30.60632305,114.3582233,30.608114,114.3600021,30.60401662,114.3637566,30.60581381
0B6zzx,2018-02-05T02:08:31,114.3361885,30.54177455,2018-02-05T03:00:34,114.2848884,30.60625885,8691,1,114.3306999,30.54414527,114.2794654,30.60869388,114.3361885,30.54177455,114.2848884,30.60625885
3GBn3p,2018-02-05T02:08:37,114.2271435,30.61447497,2018-02-05T02:10:47,114.2262277,30.61200814,288,1,114.2216972,30.61691997,114.2207801,30.61445337,114.2271435,30.61447497,114.2262277,30.61200814
3nzXkL,2018-02-05T02:08:38,114.2806382,30.61290789,2018-02-05T02:10:46,114.2801528,30.60880782,458,1,114.2752177,30.61534522,114.2747329,30.61124734,114.2806382,30.61290789,114.2801528,30.60880782
3n48Qm,2018-02-05T02:08:39,114.2599446,30.61638092,2018-02-05T02:50:08,114.2584559,30.61634157,143,1,114.2545287,30.61883255,114.2530396,30.61879375,114.2599446,30.61638092,114.2584559,30.61634157
3QY8ZD,2018-02-05T02:08:42,114.2022737,30.6204374,2018-02-05T02:10:52,114.2019623,30.61785693,288,1,114.1967749,30.62284996,114.196463,30.62027007,114.2022737,30.6204374,114.2019623,30.61785693
05DbVD,2018-02-05T02:08:44,114.2022737,30.6204374,2018-02-05T02:22:08,114.1925548,30.62192524,945,1,114.1967749,30.62284996,114.1870306,30.6243213,114.2022737,30.6204374,114.1925548,30.62192524
3n6Ybq,2018-02-05T02:08:45,114.3094661,30.62203733,2018-02-05T02:10:56,114.3101983,30.62309999,137,1,114.304013,30.62442812,114.3047441,30.62548904,114.3094661,30.62203733,114.3101983,30.62309999
2d2LOn,2018-02-05T02:08:50,114.2384039,30.63092277,2018-02-05T02:11:05,114.2403554,30.63566939,560,1,114.232972,30.633368,114.2349253,30.63811336,114.2384039,30.63092277,114.2403554,30.63566939
3QOxOp,2018-02-05T02:08:53,114.3140617,30.63452883,2018-02-05T02:11:05,114.3136037,30.63293085,183,1,114.3086007,30.63690607,114.3081435,30.63530961,114.3140617,30.63452883,114.3136037,30.63293085
26wXoN,2018-02-05T02:09:05,114.3279442,30.66585057,2018-02-05T02:11:17,114.3279582,30.66730758,162,1,114.3224583,30.66818785,114.3224721,30.66964417,114.3279442,30.66585057,114.3279582,30.66730758
3GY2Lq,2018-02-05T02:09:23,114.3082731,30.48301189,2018-02-05T02:11:35,114.3072352,30.48352297,115,1,114.3028338,30.48545306,114.3017973,30.48596582,114.3082731,30.48301189,114.3072352,30.48352297
052b77,2018-02-05T02:09:45,114.3602769,30.52213678,2018-02-05T02:11:56,114.3594828,30.52142767,110,1,114.354755,30.52447209,114.3539619,30.52376442,114.3602769,30.52213678,114.3594828,30.52142767
3ngrEq,2018-02-05T02:09:48,114.2895727,30.52601105,2018-02-05T02:12:01,114.2926386,30.52829658,388,1,114.2841525,30.52846892,114.2872151,30.5307494,114.2895727,30.52601105,114.2926386,30.52829658
0BOakL,2018-02-05T02:09:56,114.3468702,30.53551024,2018-02-05T02:12:01,114.3458401,30.52873914,759,1,114.3413654,30.5378634,114.3403375,30.53109636,114.3468702,30.53551024,114.3458401,30.52873914
25pZkJ,2018-02-05T02:09:57,114.2056629,30.53804144,2018-02-05T02:12:08,114.2062278,30.53955536,177,1,114.2001795,30.54048984,114.2007456,30.54200407,114.2056629,30.53804144,114.2062278,30.53955536
3n0nbq,2018-02-05T02:10:06,114.2417011,30.55050087,2018-02-05T14:06:11,114.2439591,30.55117629,229,1,114.2362797,30.55297819,114.2385398,30.55365396,114.2417011,30.55050087,114.2439591,30.55117629
3ng4kL,2018-02-05T02:10:12,114.3508482,30.5596065,2018-02-05T02:12:24,114.3512154,30.55863729,113,1,114.3453355,30.56194447,114.3457023,30.56097497,114.3508482,30.5596065,114.3512154,30.55863729
