a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
0nlDl7,2018-02-05T13:00:00,114.3424045,30.58202021,2018-02-05T13:02:06,114.3369024,30.58436503,7211114,1,114.3369025,30.58436499,114.331409,30.58671916,114.3424045,30.58202021,114.3369024,30.58436503
0y3r3X,2018-02-05T13:00:00,114.4227023,30.58983815,2018-02-05T13:02:11,114.4171758,30.59212423,7210110,1,114.4171758,30.5921242,114.4116416,30.59440505,114.4227023,30.58983815,114.4171758,30.59212423
26PmG4,2018-02-05T13:00:00,114.281702,30.58581331,2018-02-05T13:02:05,114.287125,30.58337219,7211414,1,114.2762831,30.58826009,114.2817021,30.58581327,114.281702,30.58581331,114.287125,30.58337219
2d2XZ6,2018-02-05T13:00:00,114.3385605,30.58421241,2018-02-05T13:02:07,114.3330643,30.58656353,7211018,1,114.3330644,30.58656349,114.3275769,30.5889241,114.3385605,30.58421241,114.3330643,30.58656353
2oA5XR,2018-02-05T13:00:00,114.3396922,30.58661211,2018-02-05T13:02:09,114.334194,30.5889602,7210877,1,114.3341941,30.58896016,114.3287045,30.59131771,114.3396922,30.58661211,114.334194,30.5889602
3Qzn5l,2018-02-05T13:00:00,114.4306856,30.58689628,2018-02-05T13:02:08,114.4250919,30.58930216,7210206,1,114.425173,30.58919214,114.4195692,30.59159072,114.4306856,30.58689628,114.4250919,30.58930216
26yAMa,2018-02-05T13:00:01,114.2805786,30.58702125,2018-02-05T13:02:05,114.2860008,30.58457914,7211354,1,114.2751603,30.58946883,114.2805787,30.58702121,114.2805786,30.58702125,114.2860008,30.58457914
05dGdV,2018-02-05T13:00:03,114.1790021,30.59274118,2018-02-05T13:02:08,114.1845458,30.59034671,7211730,1,114.1734424,30.59512446,114.1790022,30.59274114,114.1790021,30.59274118,114.1845458,30.59034671
05YwAO,2018-02-05T13:00:03,114.180818,30.59198909,2018-02-05T13:02:08,114.1863565,30.58959104,7211760,1,114.1752636,30.59437603,114.180818,30.59198905,114.180818,30.59198909,114.1863565,30.58959104
0nY2XV,2018-02-05T13:00:03,114.2629253,30.59078894,2018-02-05T13:02:11,114.2575119,30.59324944,7211163,1,114.257512,30.59324939,114.2520973,30.59571111,114.2629253,30.59078894,114.2575119,30.59324944
268ge5,2018-02-05T13:00:03,114.2440375,30.59265454,2018-02-05T13:02:13,114.2436226,30.59490463,253,1,114.2386147,30.59511703,114.2381993,30.59736615,114.2440375,30.59265454,114.2436226,30.59490463
2KvMXN,2018-02-05T13:00:03,114.2609312,30.58839685,2018-02-05T13:02:10,114.2555177,30.59085918,7211311,1,114.2555178,30.59085914,114.2501026,30.59332229,114.2609312,30.58839685,114.2555177,30.59085918
3nMwxg,2018-02-05T13:00:03,114.2610928,30.59131722,2018-02-05T13:02:11,114.2556791,30.59377836,7211146,1,114.2556792,30.59377832,114.2502638,30.59624031,114.2610928,30.59131722,114.2556791,30.59377836
3QE2Qg,2018-02-05T13:00:03,114.1936427,30.59203206,2018-02-05T13:02:08,114.1991468,30.58961211,7211670,1,114.188124,30.59444193,114.1936428,30.59203202,114.1936427,30.59203206,114.1991468,30.58961211
3QOd4l,2018-02-05T13:00:03,114.2597928,30.59007526,2018-02-05T13:02:10,114.254379,30.59253742,7211224,1,114.2543791,30.59253737,114.2489633,30.59500011,114.2597928,30.59007526,114.254379,30.59253742
05e5m7,2018-02-05T13:00:04,114.191261,30.59580731,2018-02-05T13:02:08,114.1967716,30.59339268,7211474,1,114.1857356,30.59821162,114.1912611,30.59580727,114.191261,30.59580731,114.1967716,30.59339268
2KG3vR,2018-02-05T13:00:05,114.2546412,30.59526385,2018-02-05T13:02:13,114.2492252,30.59772548,7210969,1,114.2492254,30.59772544,114.2438061,30.60018658,114.2546412,30.59526385,114.2492252,30.59772548
3nabvg,2018-02-05T13:00:05,114.2197421,30.59411884,2018-02-05T13:02:14,114.2201874,30.59785792,418,1,114.2142844,30.59656491,114.2147302,30.60030301,114.2197421,30.59411884,114.2201874,30.59785792
3nMoNM,2018-02-05T13:00:05,114.2657624,30.59344258,2018-02-05T13:18:33,114.2719157,30.59139208,7211140,1,114.2603489,30.59590044,114.2665012,30.59384635,114.2657624,30.59344258,114.2719157,30.59139208
3ng7Aq,2018-02-05T13:00:06,114.2242734,30.59531014,2018-02-05T13:02:10,114.2233867,30.59282449,289,1,114.2188239,30.59776026,114.2179358,30.59527474,114.2242734,30.59531014,114.2233867,30.59282449
3QORdg,2018-02-05T13:00:06,114.1775812,30.59583125,2018-02-05T13:02:11,114.1831292,30.59344056,7211566,1,114.1720172,30.59821067,114.1775813,30.59583121,114.1775812,30.59583125,114.1831292,30.59344056
2668l4,2018-02-05T13:00:07,114.3285681,30.59462936,2018-02-05T13:02:15,114.3230873,30.59699547,7210505,1,114.3230873,30.59699542,114.3176153,30.59937109,114.3285681,30.59462936,114.3230873,30.59699547
2dDRbn,2018-02-05T13:00:07,114.1771242,30.59966928,2018-02-05T13:02:11,114.182603,30.59720502,7211347,1,114.1715585,30.60204634,114.1770533,30.59959324,114.1771242,30.59966928,114.182603,30.59720502
3nRBL7,2018-02-05T13:00:07,114.3610644,30.59617828,2018-02-05T13:02:12,114.3469964,30.59387767,1371,1,114.355535,30.5984862,114.3414864,30.59620963,114.3610644,30.59617828,114.3469964,30.59387767
3nX5pm,2018-02-05T13:00:07,114.3302376,30.59620489,2018-02-05T13:02:15,114.3247539,30.59856719,7210406,1,114.324754,30.59856714,114.319279,30.60093901,114.3302376,30.59620489,114.3247539,30.59856719
0Bz3kl,2018-02-05T13:00:08,114.224324,30.59680784,2018-02-05T13:02:16,114.2188743,30.59925746,7211091,1,114.2188744,30.59925742,114.2134144,30.60170059,114.224324,30.59680784,114.2188743,30.59925746
0nNzX2,2018-02-05T13:00:08,114.2205421,30.59760986,2018-02-05T13:02:16,114.2150855,30.60005546,7211072,1,114.2150856,30.60005542,114.2096179,30.60249391,114.2205421,30.59760986,114.2150855,30.60005546
0nxA6x,2018-02-05T13:00:08,114.230866,30.59640998,2018-02-05T13:02:17,114.2152238,30.60246404,7211151,1,114.2254271,30.598865,114.2097563,30.60490171,114.230866,30.59640998,114.2152238,30.60246404
26yJvZ,2018-02-05T13:00:08,114.3579752,30.5978381,2018-02-05T13:02:14,114.3635074,30.59553346,7210216,1,114.3524495,30.6001501,114.3579753,30.59783806,114.3579752,30.5978381,114.3635074,30.59553346
2dZBJn,2018-02-05T13:00:08,114.2265179,30.59886232,2018-02-05T13:02:17,114.2210719,30.60131307,7210960,1,114.2210719,30.60131303,114.2156161,30.60375772,114.2265179,30.59886232,114.2210719,30.60131307
3noe7q,2018-02-05T13:00:08,114.3617373,30.59720598,2018-02-05T13:02:14,114.3672735,30.59490629,7210225,1,114.3562071,30.5995125,114.3617374,30.59720594,114.3617373,30.59720598,114.3672735,30.59490629
3nLpLD,2018-02-05T13:00:09,114.2660748,30.59858139,2018-02-05T13:02:28,114.2573874,30.61604516,2112,1,114.2606608,30.60103706,114.2519708,30.6184978,114.2660748,30.59858139,114.2573874,30.61604516
26LYAG,2018-02-05T13:00:10,114.1983913,30.60235031,2018-02-05T13:02:18,114.1928842,30.60476409,7210959,1,114.1928842,30.60476405,114.1873624,30.60716768,114.1983913,30.60235031,114.1928842,30.60476409
2drQ2v,2018-02-05T13:00:10,114.195844,30.60408352,2018-02-05T13:02:20,114.1903301,30.60649242,7210879,1,114.1903301,30.60649238,114.1848012,30.60889089,114.195844,30.60408352,114.1903301,30.60649242
37er0q,2018-02-05T13:00:10,114.2093879,30.59930158,2018-02-05T13:02:17,114.2039079,30.60173303,7211054,1,114.2039079,30.60173299,114.1984148,30.60415562,114.2093879,30.59930158,114.2039079,30.60173303
3n8LPg,2018-02-05T13:00:10,114.1966586,30.60145904,2018-02-05T13:02:18,114.191147,30.60387034,7211021,1,114.1911471,30.60387029,114.1856206,30.60627128,114.1966586,30.60145904,114.191147,30.60387034
3nyVwM,2018-02-05T13:00:11,114.2698428,30.60050505,2018-02-05T13:16:31,114.2743938,30.59764572,7210623,1,114.2644281,30.6029574,114.2689779,30.60009542,114.2698428,30.60050505,114.2743938,30.59764572
3GBb6q,2018-02-05T13:00:13,114.3399196,30.60473486,2018-02-05T13:02:15,114.3412697,30.59869194,684,1,114.3344195,30.60707544,114.335768,30.6010324,114.3399196,30.60473486,114.3412697,30.59869194
0n4oOD,2018-02-05T13:00:14,114.2536152,30.6058546,2018-02-05T13:02:20,114.2590303,30.60339737,7210483,1,114.248198,30.60831219,114.2536153,30.60585457,114.2536152,30.6058546,114.2590303,30.60339737
0nl7yP,2018-02-05T13:00:14,114.2573823,30.60525337,2018-02-05T13:02:20,114.2627968,30.6027975,7210491,1,114.2519666,30.60771036,114.2573824,30.60525333,114.2573823,30.60525337,114.2627968,30.6027975
26qYG5,2018-02-05T13:00:14,114.3373064,30.6049242,2018-02-05T13:02:19,114.3428109,30.60258807,7209964,1,114.3318105,30.60726959,114.3373065,30.60492416,114.3373064,30.6049242,114.3428109,30.60258807
3np4ZM,2018-02-05T13:00:14,114.2564995,30.60637202,2018-02-05T13:02:20,114.2619141,30.60391617,7210435,1,114.2510835,30.60882881,114.2564995,30.60637198,114.2564995,30.60637202,114.2619141,30.60391617
05MpAL,2018-02-05T13:00:15,114.2854489,30.60677747,2018-02-05T13:02:23,114.2800253,30.60921163,7210116,1,114.2800254,30.60921159,114.2746055,30.61165113,114.2854489,30.60677747,114.2800253,30.60921163
0ner4P,2018-02-05T13:00:15,114.2562327,30.60708772,2018-02-05T13:02:20,114.2616474,30.60463203,7210396,1,114.2508165,30.60954429,114.2562327,30.60708768,114.2562327,30.60708772,114.2616474,30.60463203
2d3NG6,2018-02-05T13:00:15,114.2796791,30.6082023,2018-02-05T13:02:23,114.2742595,30.61064262,7210075,1,114.2742596,30.61064258,114.2688425,30.61308728,114.2796791,30.6082023,114.2742595,30.61064262
2dODX6,2018-02-05T13:00:15,114.285783,30.60555734,2018-02-05T13:02:22,114.2803592,30.60799157,7210182,1,114.2803593,30.60799153,114.2749393,30.61043119,114.285783,30.60555734,114.2803592,30.60799157
2dvnw4,2018-02-05T13:00:15,114.2802652,30.60715341,2018-02-05T13:02:23,114.2748453,30.60959351,7210129,1,114.2748454,30.60959347,114.2694282,30.61203806,114.2802652,30.60715341,114.2748453,30.60959351
3nY4Rm,2018-02-05T13:00:15,114.2828422,30.60694622,2018-02-05T13:02:24,114.2774206,30.60938348,7210124,1,114.2774207,30.60938344,114.2720023,30.61182564,114.2828422,30.60694622,114.2774206,30.60938348
3QM0QM,2018-02-05T13:00:15,114.2819001,30.6087346,2018-02-05T13:02:25,114.276479,30.61117223,7210030,1,114.2764791,30.61117219,114.271061,30.6136146,114.2819001,30.6087346,114.276479,30.61117223
26NEG6,2018-02-05T13:00:16,114.2054048,30.61244473,2018-02-05T13:02:26,114.1999142,30.6148653,7210343,1,114.1999143,30.61486526,114.19441,30.61727646,114.2054048,30.61244473,114.1999142,30.6148653
3ng8wD,2018-02-05T13:00:16,114.2054477,30.61244233,2018-02-05T13:02:26,114.1999572,30.61486296,7210343,1,114.1999573,30.61486292,114.1944531,30.61727418,114.2054477,30.61244233,114.1999572,30.61486296
3np2nD,2018-02-05T13:00:16,114.191202,30.61157835,2018-02-05T13:02:21,114.1967141,30.60917003,7210588,1,114.185675,30.6139763,114.1912021,30.61157831,114.191202,30.61157835,114.1967141,30.60917003
0nZqxV,2018-02-05T13:00:17,114.3049671,30.60858863,2018-02-05T13:02:22,114.3104203,30.60619306,7209981,1,114.2995216,30.61099276,114.3049672,30.60858859,114.3049671,30.60858863,114.3104203,30.60619306
3GYAVM,2018-02-05T13:00:17,114.2992411,30.60957498,2018-02-05T13:02:22,114.3046862,30.60716976,7209965,1,114.293803,30.61198819,114.2992412,30.60957494,114.2992411,30.60957498,114.3046862,30.60716976
2KzkJJ,2018-02-05T13:00:18,114.1859366,30.6130808,2018-02-05T13:02:21,114.1914628,30.610682,7210539,1,114.1803949,30.61546878,114.1859366,30.61308076,114.1859366,30.6130808,114.1914628,30.610682
3n4Yng,2018-02-05T13:00:18,114.2358663,30.61026614,2018-02-05T13:02:23,114.2338156,30.60947045,215,1,114.2304331,30.6127187,114.2283797,30.6119222,114.2358663,30.61026614,114.2338156,30.60947045
26welv,2018-02-05T13:00:19,114.2897054,30.61234562,2018-02-05T13:02:28,114.2842775,30.61477196,7209776,1,114.2842776,30.61477192,114.2788542,30.6172043,114.2897054,30.61234562,114.2842775,30.61477196
3GYDPq,2018-02-05T13:00:19,114.2742135,30.61201563,2018-02-05T13:03:59,114.3491835,30.56225911,7210479,1,114.2687964,30.61445978,114.343673,30.564599,114.2742135,30.61201563,114.3491835,30.56225911
05q677,2018-02-05T13:00:21,114.1620544,30.61400141,2018-02-05T15:03:22,114.1678183,30.61160659,7210653,1,114.1564438,30.61634448,114.1622245,30.61396138,114.1620544,30.61400141,114.1678183,30.61160659
2delG5,2018-02-05T13:00:21,114.2372126,30.61601515,2018-02-05T13:02:31,114.2317805,30.61846608,7209925,1,114.2317805,30.61846604,114.226341,30.6209129,114.2372126,30.61601515,114.2317805,30.61846608
3pwrxa,2018-02-05T13:00:21,114.2374873,30.61667624,2018-02-05T13:02:31,114.2320554,30.61912702,7209886,1,114.2320555,30.61912698,114.2266162,30.62157375,114.2374873,30.61667624,114.2320554,30.61912702
