a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
3np2xL,2018-02-05T03:00:08,114.2832357,30.50744189,2018-02-05T03:02:20,114.2842575,30.50601073,187,1,114.2778224,30.50991366,114.2788436,30.5084817,114.2832357,30.50744189,114.2842575,30.50601073
05Yn8x,2018-02-05T03:00:09,114.3749237,30.50600822,2018-02-05T03:02:20,114.3752198,30.50751328,170,1,114.3693887,30.50832934,114.3696845,30.50983362,114.3749237,30.50600822,114.3752198,30.50751328
26YXNn,2018-02-05T03:00:11,114.3140444,30.51149187,2018-02-05T03:02:24,114.3129928,30.51197496,114,1,114.3085941,30.5139143,114.307544,30.51439917,114.3140444,30.51149187,114.3129928,30.51197496
0nb6VL,2018-02-05T03:00:21,114.3944695,30.5239375,2018-02-05T03:02:33,114.3934092,30.52349725,113,1,114.3889264,30.52623885,114.387866,30.52579912,114.3944695,30.5239375,114.3934092,30.52349725
26YQD4,2018-02-05T03:00:27,114.4111395,30.53280734,2018-02-05T03:02:36,114.4033579,30.52815189,907,1,114.405604,30.53510617,114.3978172,30.53045055,114.4111395,30.53280734,114.4033579,30.52815189
0n3edV,2018-02-05T03:00:31,114.2590016,30.53737222,2018-02-05T03:02:43,114.2552252,30.53865589,389,1,114.2535922,30.53985352,114.2498145,30.54113783,114.2590016,30.53737222,114.2552252,30.53865589
26ZrlZ,2018-02-05T03:00:43,114.2236187,30.5552552,2018-02-05T14:56:36,114.2287335,30.55280531,7213517,1,114.2181715,30.55771951,114.2232951,30.55527486,114.2236187,30.5552552,114.2287335,30.55280531
3n0JDp,2018-02-05T03:00:45,114.3167634,30.55620595,2018-02-05T03:02:56,114.3088962,30.55678187,756,1,114.311305,30.55860863,114.3034496,30.55919868,114.3167634,30.55620595,114.3088962,30.55678187
2KQBqN,2018-02-05T03:00:46,114.3259873,30.55851937,2018-02-05T12:01:44,114.3376835,30.55787265,1122,1,114.3205139,30.56090377,114.3321911,30.560235,114.3259873,30.55851937,114.3376835,30.55787265
05GLoX,2018-02-05T03:00:57,114.2456401,30.57929718,2018-02-05T03:03:08,114.2472037,30.57855286,171,1,114.2402199,30.58176503,114.2417848,30.58102118,114.2456401,30.57929718,114.2472037,30.57855286
