a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
25MalJ,2018-02-05T22:00:00,114.2471398,30.55214106,2018-02-05T22:02:20,114.2417231,30.55461893,7213437,1,114.2417231,30.55461888,114.2363014,30.55709483,114.2471398,30.55214106,114.2417231,30.55461893
3GVnna,2018-02-05T22:00:00,114.2416571,30.55266945,2018-02-05T22:02:02,114.2436897,30.53044096,1040,1,114.2362355,30.55514601,114.238272,30.53292554,114.2416571,30.55266945,114.2436897,30.53044096
3nXRPp,2018-02-05T22:00:00,114.3153876,30.55068096,2018-02-05T22:02:19,114.3099317,30.55308816,7213048,1,114.3099318,30.55308812,114.3044839,30.55550442,114.3153876,30.55068096,114.3099317,30.55308816
052X8D,2018-02-05T22:00:01,114.3109809,30.55369785,2018-02-05T22:02:20,114.3164385,30.55129281,7213007,1,114.3055315,30.55611201,114.310981,30.55369781,114.3109809,30.55369785,114.3164385,30.55129281
26k7pv,2018-02-05T22:00:01,114.2646507,30.54973491,2018-02-05T22:02:19,114.2592409,30.55220946,7213450,1,114.259241,30.55220942,114.2538303,30.55468563,114.2646507,30.54973491,114.2592409,30.55220946
2d3OYR,2018-02-05T22:00:01,114.3317712,30.5522868,2018-02-05T22:02:21,114.3210044,30.55577742,7212965,1,114.3262889,30.55466232,114.3155393,30.55817228,114.3317712,30.5522868,114.3210044,30.55577742
2dOLKN,2018-02-05T22:00:01,114.2967155,30.55354015,2018-02-05T22:02:19,114.3021523,30.55110974,7213115,1,114.2912853,30.55597839,114.2967155,30.55354011,114.2967155,30.55354015,114.3021523,30.55110974
3nldwa,2018-02-05T22:00:01,114.3104872,30.55387928,2018-02-05T22:02:21,114.3050384,30.55629431,7212903,1,114.3050385,30.55629427,114.2995973,30.55871801,114.3104872,30.55387928,114.3050384,30.55629431
0BbYkD,2018-02-05T22:00:03,114.2333532,30.55445749,2018-02-05T22:02:22,114.2279213,30.55692969,7213404,1,114.2279215,30.55692965,114.2224812,30.55939716,114.2333532,30.55445749,114.2279213,30.55692969
0yGbl2,2018-02-05T22:00:03,114.3109279,30.55553286,2018-02-05T22:02:20,114.3163856,30.55312836,7212905,1,114.3054784,30.55794648,114.310928,30.55553282,114.3109279,30.55553286,114.3163856,30.55312836
2dJXeZ,2018-02-05T22:00:03,114.3025502,30.5552418,2018-02-05T22:02:22,114.2971124,30.55767011,7212882,1,114.2971125,30.55767007,114.2916813,30.56010628,114.3025502,30.5552418,114.2971124,30.55767011
05VgmD,2018-02-05T22:00:04,114.3276333,30.55662145,2018-02-05T22:02:24,114.3221573,30.55900341,7212633,1,114.3221574,30.55900337,114.3166901,30.56139494,114.3276333,30.55662145,114.3221573,30.55900341
