a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
05JVYO,2018-02-05T08:00:04,114.2952897,30.60680042,2018-02-05T08:02:09,114.2961815,30.60253931,481,1,114.2898565,30.60922089,114.2907477,30.60496012,114.2952897,30.60680042,114.2961815,30.60253931
07ey32,2018-02-05T08:00:05,114.3964247,30.60943837,2018-02-05T08:02:17,114.4010262,30.61027124,450,1,114.3908744,30.61170825,114.3954772,30.61254005,114.3964247,30.60943837,114.4010262,30.61027124
37lx0L,2018-02-05T08:00:06,114.2612004,30.60879508,2018-02-05T08:02:16,114.2563645,30.61046505,499,1,114.2557853,30.61124926,114.2509481,30.61292023,114.2612004,30.60879508,114.2563645,30.61046505
2P2dmZ,2018-02-05T08:00:07,114.2782113,30.61060482,2018-02-05T08:02:15,114.2749981,30.60961747,327,1,114.2727924,30.61304568,114.2695809,30.61206187,114.2782113,30.61060482,114.2749981,30.60961747
3QOP5M,2018-02-05T08:00:12,114.194047,30.61776178,2018-02-05T08:02:22,114.2022737,30.6204374,842,1,114.1885272,30.6201621,114.1967749,30.62284996,114.194047,30.61776178,114.2022737,30.6204374
3QY8ZD,2018-02-05T08:00:12,114.2019623,30.61785693,2018-02-05T08:02:22,114.2022737,30.6204374,288,1,114.196463,30.62027007,114.1967749,30.62284996,114.2019623,30.61785693,114.2022737,30.6204374
25dkya,2018-02-05T08:00:14,114.281376,30.62005043,2018-02-05T08:02:23,114.2905904,30.61994805,882,1,114.2759544,30.62248402,114.2851611,30.62237002,114.281376,30.62005043,114.2905904,30.61994805
0n4M4P,2018-02-05T08:00:15,114.2358825,30.62174451,2018-02-05T08:02:24,114.2396658,30.62205543,364,1,114.2304483,30.62419239,114.2342361,30.62450487,114.2358825,30.62174451,114.2396658,30.62205543
05AO8L,2018-02-05T08:00:17,114.198754,30.62442366,2018-02-05T08:02:25,114.1927168,30.62364523,584,1,114.193246,30.62682903,114.1871929,30.62604086,114.198754,30.62442366,114.1927168,30.62364523
05Z8or,2018-02-05T08:00:17,114.1937047,30.62297312,2018-02-05T08:02:24,114.1935827,30.62154513,159,1,114.1881835,30.62537072,114.1880613,30.62394311,114.1937047,30.62297312,114.1935827,30.62154513
2dD7xJ,2018-02-05T08:00:17,114.1920979,30.62272529,2018-02-05T08:02:24,114.1934627,30.62161515,180,1,114.1865724,30.62512023,114.187941,30.62401289,114.1920979,30.62272529,114.1934627,30.62161515
3nMZBD,2018-02-05T08:00:22,114.2657033,30.63065784,2018-02-05T08:02:30,114.2707355,30.63042215,482,1,114.2602866,30.63310069,114.265318,30.63286162,114.2657033,30.63065784,114.2707355,30.63042215
0nPE2X,2018-02-05T08:00:25,114.2570802,30.63601162,2018-02-05T08:02:35,114.2623474,30.63678898,511,1,114.2516618,30.63845602,114.2569301,30.63923104,114.2570802,30.63601162,114.2623474,30.63678898
26w0DR,2018-02-05T08:00:32,114.2776248,30.65514312,2018-02-05T08:02:41,114.2791145,30.65466787,152,1,114.2722024,30.65756572,114.2736913,30.65708914,114.2776248,30.65514312,114.2791145,30.65466787
05DzlV,2018-02-05T08:00:51,114.3007151,30.47649224,2018-02-05T08:03:00,114.2997901,30.47801464,191,1,114.2952866,30.47894805,114.2943626,30.48047153,114.3007151,30.47649224,114.2997901,30.47801464
0nPr32,2018-02-05T08:01:01,114.3838562,30.49954702,2018-02-05T08:03:15,114.3801759,30.50729094,930,1,114.3783167,30.50186177,114.3746375,30.50960644,114.3838562,30.49954702,114.3801759,30.50729094
