a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
26Dmr4,2018-02-05T14:00:00,114.3000427,30.55624836,2018-02-05T14:02:08,114.294608,30.55868043,7212842,1,114.2946082,30.55868039,114.2891797,30.56112006,114.3000427,30.55624836,114.294608,30.55868043
2KBm86,2018-02-05T14:00:00,114.2738821,30.55803463,2018-02-05T14:02:08,114.2684697,30.56049957,7212922,1,114.2684698,30.56049953,114.2630587,30.5629679,114.2738821,30.55803463,114.2684697,30.56049957
2Ky5Q5,2018-02-05T14:00:00,114.2983644,30.55441722,2018-02-05T14:02:07,114.292932,30.55685262,7212956,1,114.2929321,30.55685257,114.2875057,30.55929537,114.2983644,30.55441722,114.292932,30.55685262
2wZ4A5,2018-02-05T14:00:00,114.2813629,30.55124745,2018-02-05T14:02:05,114.2759471,30.5537072,7213250,1,114.2759472,30.55370717,114.2705343,30.55617172,114.2813629,30.55124745,114.2759471,30.5537072
375PZM,2018-02-05T14:00:00,114.271799,30.55984789,2018-02-05T14:02:09,114.2663872,30.56231397,7212835,1,114.2663873,30.56231393,114.2609763,30.56478304,114.271799,30.55984789,114.2663872,30.56231397
3GLnea,2018-02-05T14:00:00,114.2710509,30.5594773,2018-02-05T14:02:09,114.2656393,30.56194412,7212861,1,114.2656394,30.56194407,114.2602285,30.56441378,114.2710509,30.5594773,114.2656393,30.56194412
3ngyJD,2018-02-05T14:00:00,114.2682152,30.55591501,2018-02-05T14:02:06,114.2628045,30.55838518,7213079,1,114.2628046,30.55838514,114.2573939,30.56085765,114.2682152,30.55591501,114.2628045,30.55838518
3Q3XqL,2018-02-05T14:00:00,114.2998921,30.55544183,2018-02-05T14:02:07,114.2944578,30.55787443,7212889,1,114.2944578,30.55787439,114.2890298,30.56031457,114.2998921,30.55544183,114.2944578,30.55787443
26MelJ,2018-02-05T14:00:05,114.1980405,30.56678612,2018-02-05T14:02:11,114.2035314,30.56434995,7213058,1,114.1925356,30.56921275,114.1980406,30.56678607,114.1980405,30.56678612,114.2035314,30.56434995
2dxQy5,2018-02-05T14:00:07,114.198355,30.56904048,2018-02-05T14:02:11,114.2038454,30.56660466,7212929,1,114.1928507,30.5714668,114.1983551,30.56904044,114.198355,30.56904048,114.2038454,30.56660466
