a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
0BOaN7,2018-02-05T21:00:50,114.3671521,30.46455373,2018-02-05T21:02:55,114.3726967,30.46230685,7217580,1,114.3616275,30.4668959,114.3671672,30.46464269,114.3671521,30.46455373,114.3726967,30.46230685
0y0bLL,2018-02-05T21:00:50,114.3358115,30.47361909,2018-02-05T21:02:56,114.3303293,30.47601123,7217207,1,114.3303294,30.47601119,114.3248559,30.47841312,114.3358115,30.47361909,114.3303293,30.47601123
3nnd3E,2018-02-05T21:00:50,114.337393,30.47350808,2018-02-05T21:02:56,114.3319083,30.47589726,7217202,1,114.3319084,30.47589723,114.3264324,30.47829616,114.337393,30.47350808,114.3319083,30.47589726
3pRq7a,2018-02-05T21:00:50,114.3113028,30.46671283,2018-02-05T21:02:55,114.3058604,30.46915305,7217766,1,114.3058605,30.469153,114.3004257,30.47160219,114.3113028,30.46671283,114.3058604,30.46915305
3Q2RDL,2018-02-05T21:00:50,114.3818653,30.47157417,2018-02-05T21:02:56,114.376329,30.47389842,7216987,1,114.3763291,30.47389838,114.3707958,30.47622721,114.3818653,30.47157417,114.376329,30.47389842
3Q3xPL,2018-02-05T21:00:50,114.3843413,30.46512892,2018-02-05T21:02:55,114.3788046,30.4674529,7217328,1,114.3788047,30.46745287,114.3732704,30.46978095,114.3843413,30.46512892,114.3788046,30.4674529
26PmY4,2018-02-05T21:00:51,114.4259051,30.47098709,2018-02-05T21:02:56,114.4314061,30.46865207,7216773,1,114.4203941,30.47331499,114.4259052,30.47098705,114.4259051,30.47098709,114.4314061,30.46865207
2dzKAR,2018-02-05T21:00:51,114.4202907,30.47037048,2018-02-05T21:02:56,114.4147711,30.47269337,7216764,1,114.4147712,30.47269333,114.4092445,30.47501185,114.4202907,30.47037048,114.4147711,30.47269337
3GboMa,2018-02-05T21:00:51,114.2721689,30.47303869,2018-02-05T21:02:54,114.2775755,30.47055016,7217791,1,114.2667645,30.47553149,114.272169,30.47303865,114.2721689,30.47303869,114.2775755,30.47055016
0BBLKV,2018-02-05T21:00:52,114.4185341,30.47462231,2018-02-05T21:02:56,114.4240483,30.47229659,7216628,1,114.4130119,30.47694268,114.4185342,30.47462226,114.4185341,30.47462231,114.4240483,30.47229659
25PgzR,2018-02-05T21:00:52,114.4064855,30.47516815,2018-02-05T21:02:58,114.4009512,30.47748296,7216603,1,114.4009513,30.47748292,114.3954138,30.47979677,114.4064855,30.47516815,114.4009512,30.47748296
3G0eoq,2018-02-05T21:00:52,114.4186792,30.47519234,2018-02-05T21:02:56,114.4241932,30.47286664,7216595,1,114.4131571,30.47751266,114.4186792,30.4751923,114.4186792,30.47519234,114.4241932,30.47286664
3Q4K2M,2018-02-05T21:00:52,114.4186792,30.47455034,2018-02-05T21:02:56,114.4241932,30.47222447,7216631,1,114.4131572,30.47687084,114.4186793,30.4745503,114.4186792,30.47455034,114.4241932,30.47222447
3QJm6M,2018-02-05T21:00:52,114.4249899,30.47418088,2018-02-05T21:02:56,114.4304929,30.47184787,7216602,1,114.4194771,30.47650698,114.4249899,30.47418084,114.4249899,30.47418088,114.4304929,30.47184787
0AYayV,2018-02-05T21:00:53,114.4167406,30.47631187,2018-02-05T21:02:57,114.4222577,30.47398828,7216548,1,114.411216,30.47863056,114.4167407,30.47631183,114.4167406,30.47631187,114.4222577,30.47398828
0yGnkV,2018-02-05T21:00:53,114.2566235,30.4793157,2018-02-05T21:02:56,114.2620272,30.47681729,7217551,1,114.2512184,30.48181537,114.2566236,30.47931566,114.2566235,30.4793157,114.2620272,30.47681729
0yplXr,2018-02-05T21:00:53,114.425517,30.47556101,2018-02-05T21:02:58,114.4310192,30.4732277,7216522,1,114.4200049,30.47788728,114.4255171,30.47556097,114.425517,30.47556101,114.4310192,30.4732277
3n4Yrp,2018-02-05T21:00:53,114.2620949,30.4792738,2018-02-05T21:02:55,114.2674987,30.47677847,7217514,1,114.2566911,30.48177147,114.262095,30.47927375,114.2620949,30.4792738,114.2674987,30.47677847
3QOZam,2018-02-05T21:00:53,114.4422147,30.47478377,2018-02-05T21:02:58,114.4350436,30.47821853,813,1,114.4367369,30.47713356,114.4295492,30.48055593,114.4422147,30.47478377,114.4350436,30.47821853
0502AX,2018-02-05T21:00:54,114.4028548,30.4768231,2018-02-05T21:02:59,114.3973182,30.47913708,7216539,1,114.3973183,30.47913705,114.3917795,30.48145095,114.4028548,30.4768231,114.3973182,30.47913708
3QOx6L,2018-02-05T21:00:56,114.4199215,30.48133866,2018-02-05T21:03:04,114.4254281,30.47900339,7216243,1,114.4144005,30.48365824,114.4199156,30.48132863,114.4199215,30.48133866,114.4254281,30.47900339
0n48oP,2018-02-05T21:00:57,114.3977564,30.48226319,2018-02-05T21:03:04,114.403293,30.47995005,7216361,1,114.3922175,30.4845761,114.3977565,30.48226315,114.3977564,30.48226319,114.403293,30.47995005
056zpl,2018-02-05T21:00:59,114.2404152,30.63967617,2018-02-05T21:04:38,114.3217383,30.49123027,7219810,1,114.2349848,30.64211845,114.3162776,30.49364432,114.2404152,30.63967617,114.3217383,30.49123027
05Agk7,2018-02-05T21:00:59,114.3341844,30.49038836,2018-02-05T21:03:04,114.3395108,30.48838425,7216387,1,114.3287035,30.49277889,114.3340215,30.49076532,114.3341844,30.49038836,114.3395108,30.48838425
27GnyG,2018-02-05T21:00:59,114.3066076,30.48690147,2018-02-05T21:03:04,114.3011702,30.4893445,7216672,1,114.3011703,30.48934446,114.29574,30.49179598,114.3066076,30.48690147,114.3011702,30.4893445
2dr7ba,2018-02-05T21:00:59,114.2620932,30.48693963,2018-02-05T21:03:03,114.2674976,30.48444642,7217085,1,114.2566887,30.48943517,114.2620933,30.48693959,114.2620932,30.48693963,114.2674976,30.48444642
2K06V6,2018-02-05T21:00:59,114.3338154,30.49061935,2018-02-05T21:03:04,114.3393044,30.48823781,7216367,1,114.3283351,30.49301051,114.3338154,30.49061931,114.3338154,30.49061935,114.3393044,30.48823781
3nXeeE,2018-02-05T21:00:59,114.4034059,30.48896659,2018-02-05T21:03:04,114.4089394,30.48665438,7215946,1,114.3978686,30.49127717,114.403406,30.48896655,114.4034059,30.48896659,114.4089394,30.48665438
3QMVQq,2018-02-05T21:00:59,114.4197359,30.48831176,2018-02-05T21:03:04,114.4142139,30.49062927,7215772,1,114.4142141,30.49062924,114.4086851,30.49294248,114.4197359,30.48831176,114.4142139,30.49062927
3QOQpM,2018-02-05T21:00:59,114.4027057,30.48831941,2018-02-05T21:03:04,114.4082397,30.48600721,7215987,1,114.3971681,30.49063016,114.4027058,30.48831937,114.4027057,30.48831941,114.4082397,30.48600721
3QkJmg,2018-02-05T21:01:00,114.3287515,30.49168068,2018-02-05T21:03:05,114.3232793,30.49408125,7216249,1,114.3232794,30.49408121,114.3178159,30.49649155,114.3287515,30.49168068,114.3232793,30.49408125
3QmEDM,2018-02-05T21:01:02,114.2327461,30.4953169,2018-02-05T21:03:07,114.2273185,30.49780766,7216724,1,114.2273186,30.49780762,114.2218825,30.50029372,114.2327461,30.4953169,114.2273185,30.49780766
26B7NR,2018-02-05T21:01:03,114.3286177,30.50358562,2018-02-05T21:03:05,114.3215141,30.49715211,843,1,114.3231448,30.50598291,114.3160532,30.49956487,114.3286177,30.50358562,114.3215141,30.49715211
2dVNqZ,2018-02-05T21:01:05,114.3253522,30.50428397,2018-02-05T21:03:11,114.3198844,30.50668735,7215570,1,114.3198845,30.5066873,114.3144253,30.50910036,114.3253522,30.50428397,114.3198844,30.50668735
3GYAem,2018-02-05T21:01:05,114.4159544,30.50247873,2018-02-05T21:03:06,114.4214749,30.50013422,7215099,1,114.4104266,30.50478947,114.4159545,30.50244969,114.4159544,30.50247873,114.4214749,30.50013422
0n4N0D,2018-02-05T21:01:07,114.2377376,30.50959542,2018-02-05T21:03:10,114.2431539,30.50710359,7215989,1,114.2323153,30.51208457,114.2377377,30.50959537,114.2377376,30.50959542,114.2431539,30.50710359
0nbQmP,2018-02-05T21:01:07,114.3036326,30.50967933,2018-02-05T21:03:10,114.3090923,30.50716559,7215515,1,114.2981974,30.51212072,114.3036497,30.50959829,114.3036326,30.50967933,114.3090923,30.50716559
2Kvk0G,2018-02-05T21:01:07,114.3250852,30.50958008,2018-02-05T21:03:14,114.3196174,30.51198237,7215276,1,114.3196175,30.51198232,114.3141583,30.51439426,114.3250852,30.50958008,114.3196174,30.51198237
04BMPP,2018-02-05T21:01:08,114.3933739,30.5074331,2018-02-05T21:03:12,114.3945676,30.50777273,120,1,114.3878321,30.50973998,114.3890259,30.51007908,114.3933739,30.5074331,114.3945676,30.50777273
3n6yyg,2018-02-05T21:01:08,114.3803563,30.50734404,2018-02-05T21:03:09,114.3860604,30.5051105,7215105,1,114.3748178,30.50965936,114.3805197,30.507422,114.3803563,30.50734404,114.3860604,30.5051105
2dLbYn,2018-02-05T21:01:09,114.3341514,30.5098574,2018-02-05T21:03:12,114.3396657,30.50760823,7215297,1,114.3286689,30.51224223,114.3341745,30.50998337,114.3341514,30.5098574,114.3396657,30.50760823
05wdOV,2018-02-05T21:01:10,114.3998142,30.50964979,2018-02-05T21:03:15,114.3942734,30.51195443,7214736,1,114.3942735,30.51195439,114.3887313,30.5142596,114.3998142,30.50964979,114.3942734,30.51195443
3nlOEE,2018-02-05T21:01:11,114.431033,30.51383495,2018-02-05T21:03:18,114.4255273,30.51615654,7214267,1,114.4255274,30.51615649,114.4200117,30.51847099,114.431033,30.51383495,114.4255273,30.51615654
05QkQl,2018-02-05T21:01:12,114.3896642,30.51258336,2018-02-05T21:03:15,114.3951601,30.51028291,7214734,1,114.3841221,30.51489038,114.3896183,30.5125883,114.3896642,30.51258336,114.3951601,30.51028291
253mNn,2018-02-05T21:01:12,114.4098717,30.51555025,2018-02-05T21:03:15,114.4154012,30.51324307,7214420,1,114.4043366,30.51785414,114.4098718,30.51555021,114.4098717,30.51555025,114.4154012,30.51324307
2dzOv6,2018-02-05T21:01:12,114.3113399,30.51579475,2018-02-05T21:03:13,114.3168558,30.51333305,7215122,1,114.3058933,30.51822078,114.3114009,30.51574971,114.3113399,30.51579475,114.3168558,30.51333305
3Q3yJL,2018-02-05T21:01:12,114.4076361,30.51478069,2018-02-05T21:03:15,114.4129241,30.51218643,7214458,1,114.4020993,30.51708418,114.4073921,30.51449259,114.4076361,30.51478069,114.4129241,30.51218643
3Qawqq,2018-02-05T21:01:12,114.3872526,30.51318881,2018-02-05T21:03:15,114.3927638,30.51083168,7214716,1,114.3817109,30.51549706,114.3872217,30.51313777,114.3872526,30.51318881,114.3927638,30.51083168
25Y8bZ,2018-02-05T21:01:13,114.4384676,30.52025861,2018-02-05T21:03:19,114.432977,30.52258886,7213853,1,114.432977,30.52258882,114.4274745,30.52491022,114.4384676,30.52025861,114.432977,30.52258886
2dr0P4,2018-02-05T21:01:13,114.410994,30.51616653,2018-02-05T21:03:15,114.4165223,30.51385886,7214377,1,114.4054598,30.51847063,114.4109941,30.51616649,114.410994,30.51616653,114.4165223,30.51385886
37wbel,2018-02-05T21:01:13,114.4228936,30.51706778,2018-02-05T21:03:16,114.4205427,30.51509779,277,1,114.4173738,30.51937936,114.4150196,30.51740795,114.4228936,30.51706778,114.4205427,30.51509779
3G6GDM,2018-02-05T21:01:13,114.3912157,30.51525902,2018-02-05T21:03:19,114.3856732,30.51756447,7214488,1,114.3856733,30.51756443,114.3801316,30.51987241,114.3912157,30.51525902,114.3856732,30.51756447
