a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
3nLN5D,2018-02-05T17:01:25,114.29306,30.46194028,2018-02-05T17:03:35,114.2876416,30.46441182,7218162,1,114.2876417,30.46441178,114.2822284,30.46689019,114.29306,30.46194028,114.2876416,30.46441182
0nO82O,2018-02-05T17:01:26,114.4285323,30.46532124,2018-02-05T17:03:36,114.4230262,30.4676536,7216980,1,114.4230263,30.46765356,114.4175109,30.46997954,114.4285323,30.46532124,114.4230262,30.4676536
2628GJ,2018-02-05T17:01:26,114.3635397,30.4670303,2018-02-05T17:03:36,114.3580187,30.46937685,7217375,1,114.3580187,30.4693768,114.3525041,30.47173101,114.3635397,30.4670303,114.3580187,30.46937685
27edgG,2018-02-05T17:01:26,114.4294137,30.46862096,2018-02-05T17:03:36,114.4232438,30.46785006,7217126,1,114.423909,30.47095346,114.4177288,30.47017615,114.4294137,30.46862096,114.4232438,30.46785006
3pRgKq,2018-02-05T17:01:26,114.3980217,30.46883738,2018-02-05T17:03:36,114.392484,30.47115392,7217019,1,114.392484,30.47115388,114.3869454,30.4734715,114.3980217,30.46883738,114.392484,30.47115392
05DzlV,2018-02-05T17:01:27,114.3052426,30.47538806,2018-02-05T17:03:38,114.2998081,30.47783664,7217325,1,114.2998082,30.47783659,114.2943806,30.48029355,114.3052426,30.47538806,114.2998081,30.47783664
0BDRzr,2018-02-05T17:01:27,114.305622,30.47519362,2018-02-05T17:03:38,114.300187,30.4776416,7217333,1,114.3001871,30.47764155,114.2947591,30.48009795,114.305622,30.47519362,114.300187,30.4776416
0y3MJV,2018-02-05T17:01:27,114.4313613,30.46924127,2018-02-05T17:03:38,114.4258601,30.47157608,7216740,1,114.4258602,30.47157604,114.4203489,30.47390378,114.4313613,30.46924127,114.4258601,30.47157608
2KEmon,2018-02-05T17:01:27,114.3773401,30.463517,2018-02-05T17:03:35,114.3718071,30.46584755,7217469,1,114.3718071,30.46584751,114.3662781,30.46818352,114.3773401,30.463517,114.3718071,30.46584755
2KQMg4,2018-02-05T17:01:27,114.3636546,30.47650955,2018-02-05T17:03:39,114.3581326,30.47885339,7216846,1,114.3581327,30.47885335,114.3526171,30.48120481,114.3636546,30.47650955,114.3581326,30.47885339
27e756,2018-02-05T17:01:30,114.4370264,30.47617397,2018-02-05T17:03:40,114.4315363,30.47851493,7216311,1,114.4315364,30.47851488,114.4260348,30.48084743,114.4370264,30.47617397,114.4315363,30.47851493
0BBmmX,2018-02-05T17:01:31,114.339304,30.48308835,2018-02-05T17:03:42,114.3338154,30.48547134,7216654,1,114.3338155,30.48547129,114.3283355,30.48786396,114.339304,30.48308835,114.3338154,30.48547134
0n48oP,2018-02-05T17:01:31,114.3979844,30.48199925,2018-02-05T17:03:45,114.4035209,30.47968602,7216374,1,114.3924456,30.48431219,114.3979845,30.48199921,114.3979844,30.48199925,114.4035209,30.47968602
2dBVQ6,2018-02-05T17:01:31,114.3991877,30.48203154,2018-02-05T17:03:45,114.4047236,30.47971823,7216364,1,114.3936492,30.48434427,114.3991879,30.4820315,114.3991877,30.48203154,114.4047236,30.47971823
3nX5pL,2018-02-05T17:01:31,114.3952938,30.48255276,2018-02-05T17:03:45,114.4008316,30.48023967,7216364,1,114.3897544,30.48486621,114.3952939,30.48255273,114.3952938,30.48255276,114.4008316,30.48023967
3QzPyq,2018-02-05T17:01:31,114.422405,30.4788005,2018-02-05T17:03:41,114.4211336,30.47992361,151,1,114.4168878,30.48112287,114.4156144,30.48224457,114.422405,30.4788005,114.4211336,30.47992361
0nlyEr,2018-02-05T17:01:32,114.4176339,30.4813751,2018-02-05T17:08:00,114.4227376,30.47912838,7216248,1,114.4121099,30.48369299,114.4172208,30.48145096,114.4176339,30.4813751,114.4227376,30.47912838
