a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
0n2gkP,2018-02-05T19:00:01,114.3303655,30.49049857,2018-02-05T19:02:03,114.3248907,30.4928964,7216304,1,114.3248908,30.49289635,114.3194248,30.49530396,114.3303655,30.49049857,114.3248907,30.4928964
0yZw8V,2018-02-05T19:00:01,114.3296149,30.49137724,2018-02-05T19:02:03,114.3241413,30.49377624,7216260,1,114.3241414,30.4937762,114.3186765,30.49618498,114.3296149,30.49137724,114.3241413,30.49377624
25dYbJ,2018-02-05T19:00:01,114.4162365,30.48938877,2018-02-05T19:02:03,114.4217555,30.48706924,7215825,1,114.4107101,30.4917035,114.4162366,30.48938874,114.4162365,30.48938877,114.4217555,30.48706924
25pBg6,2018-02-05T19:00:01,114.3393555,30.48850099,2018-02-05T19:02:03,114.3338664,30.49088235,7216352,1,114.3338664,30.49088232,114.328386,30.49327334,114.3393555,30.48850099,114.3338664,30.49088235
26Pn6a,2018-02-05T19:00:01,114.3381778,30.49096246,2018-02-05T19:02:03,114.3326903,30.49334532,7216223,1,114.3326904,30.49334528,114.3272116,30.49573784,114.3381778,30.49096246,114.3326903,30.49334532
3G3rKL,2018-02-05T19:00:01,114.292135,30.49161154,2018-02-05T19:02:04,114.2867151,30.49407634,7216510,1,114.2867152,30.49407629,114.2813002,30.49654776,114.292135,30.49161154,114.2867151,30.49407634
05pxOO,2018-02-05T19:00:02,114.4169157,30.49274195,2018-02-05T19:02:03,114.422434,30.49042277,7215634,1,114.4113899,30.49505615,114.4169158,30.49274191,114.4169157,30.49274195,114.422434,30.49042277
25v85n,2018-02-05T19:00:02,114.4451355,30.47811706,2018-02-05T19:01:58,114.4396646,30.48047124,7216139,1,114.4396647,30.4804712,114.4341802,30.48281516,114.4451355,30.47811706,114.4396646,30.48047124
26yYkN,2018-02-05T19:00:02,114.3912881,30.4941448,2018-02-05T19:02:05,114.3857474,30.49645656,7215662,1,114.3857475,30.49645652,114.3802076,30.49877084,114.3912881,30.4941448,114.3857474,30.49645656
27GYrG,2018-02-05T19:00:02,114.392031,30.49145696,2018-02-05T19:02:03,114.3864905,30.49376915,7215806,1,114.3864906,30.49376911,114.3809507,30.4960837,114.392031,30.49145696,114.3864905,30.49376915
2d2xk6,2018-02-05T19:00:02,114.392115,30.49289888,2018-02-05T19:02:04,114.3865744,30.49521062,7215725,1,114.3865745,30.49521058,114.3810345,30.4975247,114.392115,30.49289888,114.3865744,30.49521062
2Ke6BR,2018-02-05T19:00:02,114.386481,30.49364977,2018-02-05T19:02:05,114.3809411,30.49596441,7215725,1,114.3809412,30.49596436,114.3754032,30.4982826,114.386481,30.49364977,114.3809411,30.49596441
3npv2a,2018-02-05T19:00:02,114.3862762,30.49735068,2018-02-05T19:02:06,114.380736,30.49966437,7215521,1,114.3807361,30.49966433,114.3751979,30.50198165,114.3862762,30.49735068,114.380736,30.49966437
05Zbyr,2018-02-05T19:00:04,114.3239313,30.49870025,2018-02-05T19:02:04,114.329405,30.49630227,7215987,1,114.3184664,30.50110795,114.3239314,30.49870021,114.3239313,30.49870025,114.329405,30.49630227
0ydDRL,2018-02-05T19:00:05,114.2683098,30.50030147,2018-02-05T19:02:05,114.2736169,30.49794688,7216295,1,114.262904,30.50278952,114.2682099,30.50043145,114.2683098,30.50030147,114.2736169,30.49794688
3Q3XGE,2018-02-05T19:00:05,114.3643976,30.50062835,2018-02-05T19:02:04,114.3699279,30.49829907,7215587,1,114.3588728,30.50296425,114.3643977,30.50062831,114.3643976,30.50062835,114.3699279,30.49829907
3QqQgg,2018-02-05T19:00:05,114.3253163,30.50082725,2018-02-05T19:02:07,114.3307924,30.49843255,7215858,1,114.319849,30.50323168,114.3253163,30.50082721,114.3253163,30.50082725,114.3307924,30.49843255
0rkQNX,2018-02-05T19:00:06,114.3957228,30.50131775,2018-02-05T19:02:06,114.4012621,30.49901003,7215317,1,114.3901818,30.50362568,114.3957229,30.50131771,114.3957228,30.50131775,114.4012621,30.49901003
26l5Bv,2018-02-05T19:00:06,114.3936598,30.49770426,2018-02-05T19:02:07,114.3881188,30.50001398,7215446,1,114.3881189,30.50001394,114.3825781,30.50232568,114.3936598,30.49770426,114.3881188,30.50001398
26OLJZ,2018-02-05T19:00:06,114.4308798,30.49958329,2018-02-05T19:02:08,114.425375,30.50190898,7215060,1,114.4253752,30.50190895,114.4198604,30.50422761,114.4308798,30.49958329,114.425375,30.50190898
2dVNqZ,2018-02-05T19:00:06,114.3253522,30.50428397,2018-02-05T19:02:09,114.3198844,30.50668735,7215570,1,114.3198845,30.5066873,114.3144253,30.50910036,114.3253522,30.50428397,114.3198844,30.50668735
2PAX5J,2018-02-05T19:00:06,114.2396415,30.50400267,2018-02-05T19:02:09,114.2342219,30.50649433,7216188,1,114.2342219,30.50649429,114.2287955,30.50898262,114.2396415,30.50400267,114.2342219,30.50649433
26Peoa,2018-02-05T19:00:07,114.4487296,30.5018551,2018-02-05T19:02:05,114.4541775,30.49948872,7214882,1,114.4432662,30.50420937,114.4487297,30.50185507,114.4487296,30.5018551,114.4541775,30.49948872
3GNgol,2018-02-05T19:00:07,114.408516,30.50225995,2018-02-05T19:02:09,114.4029808,30.50456752,7215082,1,114.4029809,30.50456748,114.3974419,30.50687353,114.408516,30.50225995,114.4029808,30.50456752
0BBlOX,2018-02-05T19:00:08,114.3934872,30.50610323,2018-02-05T19:02:10,114.3990277,30.50379672,7215068,1,114.3879456,30.50841047,114.3934873,30.50610319,114.3934872,30.50610323,114.3990277,30.50379672
