a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
0n26Bx,2018-02-05T23:00:00,114.4212395,30.48179229,2018-02-05T23:03:59,114.4157202,30.48411286,7216122,1,114.4157203,30.48411282,114.4101937,30.48642876,114.4212395,30.48179229,114.4157202,30.48411286
27GnyG,2018-02-05T23:00:00,114.3066114,30.48690367,2018-02-05T23:02:00,114.301174,30.48934669,7216672,1,114.3011741,30.48934665,114.2957438,30.49179817,114.3066114,30.48690367,114.301174,30.48934669
3nX5pL,2018-02-05T23:00:00,114.4004048,30.48875738,2018-02-05T23:02:00,114.3948661,30.49106813,7215894,1,114.3948662,30.49106808,114.3893259,30.49337931,114.4004048,30.48875738,114.3948661,30.49106813
3Q5KOE,2018-02-05T23:00:00,114.3276733,30.49090323,2018-02-05T23:02:00,114.3331524,30.48851016,7216395,1,114.322203,30.49330605,114.3276733,30.49090319,114.3276733,30.49090323,114.3331524,30.48851016
3nm3YE,2018-02-05T23:00:01,114.3965933,30.49600707,2018-02-05T23:02:07,114.4020867,30.50353009,702,1,114.3910529,30.49831633,114.3965475,30.5058364,114.3965933,30.49600707,114.4020867,30.50353009
05ggBL,2018-02-05T23:00:02,114.3678693,30.49648592,2018-02-05T23:02:02,114.3734022,30.49415957,7215792,1,114.3623412,30.49881832,114.3678694,30.49648588,114.3678693,30.49648592,114.3734022,30.49415957
26wM74,2018-02-05T23:00:02,114.371588,30.49396957,2018-02-05T23:02:02,114.3771234,30.49164649,7215905,1,114.3660567,30.49629805,114.3715881,30.49396953,114.371588,30.49396957,114.3771234,30.49164649
2dxMwR,2018-02-05T23:00:02,114.3882222,30.49909584,2018-02-05T23:02:05,114.3826815,30.50140779,7215409,1,114.3826815,30.50140775,114.3771424,30.50372291,114.3882222,30.49909584,114.3826815,30.50140779
05Yn8x,2018-02-05T23:00:07,114.3806604,30.50543259,2018-02-05T23:02:08,114.3751218,30.50774826,7215112,1,114.3751219,30.50774822,114.3695865,30.51006864,114.3806604,30.50543259,114.3751218,30.50774826
0ypvq7,2018-02-05T23:00:07,114.3360888,30.50644707,2018-02-05T23:02:08,114.3306033,30.50882931,7215374,1,114.3306034,30.50882927,114.3251267,30.51122122,114.3360888,30.50644707,114.3306033,30.50882931
26ZZla,2018-02-05T23:00:07,114.3867843,30.50731094,2018-02-05T23:02:07,114.3978092,30.50556611,7215272,1,114.3812432,30.50962129,114.3922683,30.50787226,114.3867843,30.50731094,114.3978092,30.50556611
050B7V,2018-02-05T23:00:08,114.4143566,30.50791975,2018-02-05T23:02:10,114.4088264,30.51022798,7214723,1,114.4088265,30.51022793,114.4032909,30.51253319,114.4143566,30.50791975,114.4088264,30.51022798
0nNy8r,2018-02-05T23:00:08,114.4130775,30.50632422,2018-02-05T23:02:09,114.4075461,30.50863227,7214822,1,114.4075462,30.50863224,114.4020097,30.51093763,114.4130775,30.50632422,114.4075461,30.50863227
