a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
0yd0zL,2018-02-05T18:00:00,114.1837155,30.58204409,2018-02-05T18:02:08,114.1781701,30.5844402,7212203,1,114.1781702,30.58444016,114.1726088,30.5868251,114.1837155,30.58204409,114.1781701,30.5844402
0ypvJP,2018-02-05T18:00:00,114.286875,30.5777445,2018-02-05T18:02:05,114.2923023,30.57530746,7211830,1,114.2814528,30.58018801,114.2868751,30.57774446,114.286875,30.5777445,114.2923023,30.57530746
0yXNGX,2018-02-05T18:00:00,114.3496475,30.57843859,2018-02-05T18:02:03,114.3551677,30.57611379,7211356,1,114.3441349,30.58077177,114.3496476,30.57843855,114.3496475,30.57843859,114.3551677,30.57611379
26lOaG,2018-02-05T18:00:00,114.2762385,30.57677183,2018-02-05T18:02:06,114.2708235,30.57922781,7211857,1,114.2708236,30.57922776,114.2654104,30.58168757,114.2762385,30.57677183,114.2708235,30.57922781
27xnaa,2018-02-05T18:00:00,114.3519748,30.57757884,2018-02-05T18:02:03,114.357498,30.57525746,7211388,1,114.3464589,30.57990836,114.3519749,30.5775788,114.3519748,30.57757884,114.357498,30.57525746
2KvGl4,2018-02-05T18:00:00,114.2371944,30.57857245,2018-02-05T18:02:06,114.2317655,30.581038,7212024,1,114.2317656,30.58103796,114.2263292,30.58349951,114.2371944,30.57857245,114.2317655,30.581038
37eKVq,2018-02-05T18:00:00,114.2614904,30.57832661,2018-02-05T18:02:07,114.2560779,30.5807925,7211871,1,114.256078,30.58079246,114.2506639,30.5832593,114.2614904,30.57832661,114.2560779,30.5807925
37qbem,2018-02-05T18:00:00,114.227201,30.57902899,2018-02-05T18:02:06,114.2217577,30.5814879,7212068,1,114.2217579,30.58148786,114.2163049,30.58394088,114.227201,30.57902899,114.2217577,30.5814879
37RqMa,2018-02-05T18:00:00,114.2752432,30.57967438,2018-02-05T18:02:06,114.2806608,30.57722317,7211802,1,114.2698285,30.58213018,114.2752433,30.57967435,114.2752432,30.57967438,114.2806608,30.57722317
3GP0Oq,2018-02-05T18:00:00,114.2770275,30.57773019,2018-02-05T18:02:06,114.271612,30.58018503,7211798,1,114.2716121,30.58018499,114.2661986,30.5826438,114.2770275,30.57773019,114.271612,30.58018503
3n84lL,2018-02-05T18:00:00,114.1836148,30.5818482,2018-02-05T18:02:08,114.1780691,30.58424421,7212214,1,114.1780693,30.58424416,114.1725075,30.58662899,114.1836148,30.5818482,114.1780691,30.58424421
3nlXPq,2018-02-05T18:00:00,114.2606065,30.57917427,2018-02-05T18:02:07,114.2551938,30.58164023,7211829,1,114.2551939,30.58164019,114.2497794,30.58410692,114.2606065,30.57917427,114.2551938,30.58164023
3QAPQD,2018-02-05T18:00:00,114.2505749,30.58044817,2018-02-05T18:02:05,114.2559888,30.57798025,7211928,1,114.2451582,30.58291588,114.250575,30.58044813,114.2505749,30.58044817,114.2559888,30.57798025
3QD73L,2018-02-05T18:00:00,114.2581421,30.57999063,2018-02-05T18:02:07,114.2638283,30.57756254,7211913,1,114.2527288,30.58245715,114.2584161,30.58002753,114.2581421,30.57999063,114.2638283,30.57756254
3QVV2L,2018-02-05T18:00:00,114.2759673,30.57899382,2018-02-05T18:02:07,114.2705523,30.58144923,7211734,1,114.2705523,30.58144919,114.2651391,30.58390837,114.2759673,30.57899382,114.2705523,30.58144923
0noyoV,2018-02-05T18:00:01,114.3328627,30.57875555,2018-02-05T18:02:09,114.3225594,30.58422679,7211262,1,114.3273763,30.58111945,114.3170893,30.58660832,114.3328627,30.57875555,114.3225594,30.58422679
26MByZ,2018-02-05T18:00:01,114.3546032,30.5794634,2018-02-05T18:02:04,114.3601299,30.57714679,7211264,1,114.3490835,30.58178784,114.3546033,30.57946336,114.3546032,30.5794634,114.3601299,30.57714679
26MJkG,2018-02-05T18:00:01,114.3384015,30.57839435,2018-02-05T18:02:07,114.3329061,30.58074795,7211344,1,114.3329062,30.58074791,114.3274195,30.58311102,114.3384015,30.57839435,114.3329061,30.58074795
2dM5wa,2018-02-05T18:00:01,114.3133077,30.57908477,2018-02-05T18:02:05,114.3187712,30.57669321,7211573,1,114.3078526,30.58148554,114.3133078,30.57908473,114.3133077,30.57908477,114.3187712,30.57669321
2dron6,2018-02-05T18:00:01,114.3381053,30.57915863,2018-02-05T18:02:07,114.3326103,30.5815125,7211303,1,114.3326104,30.58151246,114.3271241,30.58387585,114.3381053,30.57915863,114.3326103,30.5815125
3GeLDg,2018-02-05T18:00:01,114.3372571,30.5809597,2018-02-05T18:02:09,114.3317633,30.58331448,7211209,1,114.3317634,30.58331445,114.3262783,30.58567876,114.3372571,30.5809597,114.3317633,30.58331448
04AKgD,2018-02-05T18:00:02,114.3256277,30.58185746,2018-02-05T18:02:07,114.3311114,30.57949046,7211333,1,114.3201529,30.58423403,114.3256278,30.58185743,114.3256277,30.58185746,114.3311114,30.57949046
05Zndl,2018-02-05T18:00:02,114.3433889,30.58111605,2018-02-05T18:02:07,114.3489005,30.57878166,7211251,1,114.3378855,30.58345937,114.3433889,30.58111601,114.3433889,30.58111605,114.3489005,30.57878166
0n4gNx,2018-02-05T18:00:02,114.3566713,30.58055704,2018-02-05T18:02:09,114.3511487,30.58287776,7211098,1,114.3511488,30.58287772,114.3456335,30.5852067,114.3566713,30.58055704,114.3511487,30.58287776
0nw6px,2018-02-05T18:00:02,114.3554147,30.58020347,2018-02-05T18:02:07,114.3498938,30.58252635,7211126,1,114.3498939,30.58252631,114.3443805,30.58485757,114.3554147,30.58020347,114.3498938,30.58252635
0rdkN2,2018-02-05T18:00:02,114.344894,30.58091617,2018-02-05T18:02:06,114.3455201,30.57978122,140,1,114.3393883,30.58325684,114.3400135,30.58212118,114.344894,30.58091617,114.3455201,30.57978122
37wM6g,2018-02-05T18:00:02,114.289999,30.58007976,2018-02-05T18:02:07,114.2954341,30.5776463,7211678,1,114.2845737,30.58251823,114.2900033,30.58007781,114.289999,30.58007976,114.2954341,30.5776463
3GZRgm,2018-02-05T18:00:02,114.2507809,30.58046513,2018-02-05T18:02:05,114.2561947,30.57799727,7211926,1,114.2453643,30.58293282,114.250781,30.58046509,114.2507809,30.58046513,114.2561947,30.57799727
3QOJxD,2018-02-05T18:00:02,114.2899175,30.58023507,2018-02-05T18:02:07,114.2953483,30.57780345,7211669,1,114.2844922,30.58267359,114.2899175,30.58023503,114.2899175,30.58023507,114.2953483,30.57780345
0AD8BD,2018-02-05T18:00:03,114.3412007,30.5835079,2018-02-05T18:02:07,114.3467093,30.58117054,7211132,1,114.3357005,30.58585433,114.3412008,30.58350786,114.3412007,30.5835079,114.3467093,30.58117054
0n4277,2018-02-05T18:00:03,114.3216368,30.58305331,2018-02-05T18:02:07,114.3271141,30.5806791,7211293,1,114.3161683,30.58543704,114.3216369,30.58305327,114.3216368,30.58305331,114.3271141,30.5806791
0nlDl7,2018-02-05T18:00:03,114.3436787,30.58333427,2018-02-05T18:02:10,114.3381746,30.58567627,7211032,1,114.3381746,30.58567623,114.332679,30.58802751,114.3436787,30.58333427,114.3381746,30.58567627
0nxQNO,2018-02-05T18:00:03,114.2670897,30.58059279,2018-02-05T18:02:08,114.261677,30.58305476,7211706,1,114.2616772,30.58305472,114.2562642,30.58551875,114.2670897,30.58059279,114.261677,30.58305476
0ygGkV,2018-02-05T18:00:03,114.2722609,30.58320392,2018-02-05T18:02:08,114.267287,30.58334185,476,1,114.266847,30.58566103,114.2618742,30.58580261,114.2722609,30.58320392,114.267287,30.58334185
0yGqkX,2018-02-05T18:00:03,114.2717549,30.58189297,2018-02-05T18:02:08,114.2663412,30.58435103,7211601,1,114.2663413,30.58435099,114.2609284,30.58681202,114.2717549,30.58189297,114.2663412,30.58435103
26ld8J,2018-02-05T18:00:03,114.2658524,30.58202094,2018-02-05T18:02:10,114.2604398,30.58448315,7211634,1,114.2604398,30.58448311,114.2550267,30.58694714,114.2658524,30.58202094,114.2604398,30.58448315
26lOw4,2018-02-05T18:00:03,114.3256766,30.58389571,2018-02-05T18:02:07,114.3311605,30.58152956,7211218,1,114.3202015,30.58627142,114.3256766,30.58389567,114.3256766,30.58389571,114.3311605,30.58152956
26PrdN,2018-02-05T18:00:03,114.2151359,30.5836353,2018-02-05T18:02:09,114.2096698,30.58608019,7211894,1,114.2096698,30.58608015,114.2041916,30.58851709,114.2151359,30.5836353,114.2096698,30.58608019
