a,b,c,d,e,f,g,v,l,wgs84lng,wgs84lat,wgs84lng1,wgs84lat1,marslng,marslat,marslng1,marslat1
3QBvmm,2018-02-05T10:00:13,114.2504609,30.52456907,2018-02-05T10:02:20,114.2486534,30.52304643,242,1,114.2450489,30.5270562,114.2432404,30.52553404,114.2504609,30.52456907,114.2486534,30.52304643
2dLBKG,2018-02-05T10:00:16,114.2598657,30.53035317,2018-02-05T10:02:29,114.2551588,30.53647313,816,1,114.2544571,30.53283646,114.2497482,30.53895581,114.2598657,30.53035317,114.2551588,30.53647313
3QY6Vq,2018-02-05T10:00:17,114.309522,30.5312729,2018-02-05T10:02:23,114.3082901,30.52810098,372,1,114.3040767,30.53369725,114.3028469,30.53052854,114.309522,30.5312729,114.3082901,30.52810098
2KegZ6,2018-02-05T10:00:19,114.3651448,30.53164254,2018-02-05T10:02:25,114.3523718,30.52918778,1253,1,114.3596165,30.53396773,114.3468596,30.53153349,114.3651448,30.53164254,114.3523718,30.52918778
2dDm7R,2018-02-05T10:00:21,114.1930747,30.53744199,2018-02-05T10:02:29,114.1933167,30.53618696,141,1,114.1875593,30.53987051,114.187802,30.53861631,114.1930747,30.53744199,114.1933167,30.53618696
0y6eG7,2018-02-05T10:00:22,114.254541,30.53844426,2018-02-05T10:02:31,114.2533512,30.5365845,236,1,114.24913,30.54092641,114.2479398,30.53906746,114.254541,30.53844426,114.2533512,30.5365845
0yYZRx,2018-02-05T10:00:29,114.3342044,30.54661348,2018-02-05T10:02:36,114.3269643,30.54684435,694,1,114.3287186,30.54898632,114.3214903,30.54923094,114.3342044,30.54661348,114.3269643,30.54684435
3Q4EvE,2018-02-05T10:00:36,114.3120338,30.5584188,2018-02-05T10:02:43,114.3130947,30.55558273,331,1,114.3065824,30.5608294,114.307642,30.5579924,114.3120338,30.5584188,114.3130947,30.55558273
07oPRO,2018-02-05T10:00:37,114.3394126,30.55831874,2018-02-05T10:02:44,114.3408036,30.5574517,164,1,114.3339174,30.5606777,114.3353063,30.55980838,114.3394126,30.55831874,114.3408036,30.5574517
05BNGl,2018-02-05T10:00:41,114.2071706,30.56805529,2018-02-05T10:02:48,114.2085304,30.56503308,360,1,114.2016882,30.57049541,114.2030514,30.56747621,114.2071706,30.56805529,114.2085304,30.56503308
25Qez6,2018-02-05T10:00:41,114.3515247,30.56860277,2018-02-05T10:02:50,114.3464122,30.56768327,500,1,114.3460103,30.57093635,114.3409053,30.57002609,114.3515247,30.56860277,114.3464122,30.56768327
25Qopv,2018-02-05T10:00:41,114.3466562,30.56827829,2018-02-05T10:57:40,114.3473743,30.56457035,418,1,114.3411489,30.57062046,114.3418662,30.56691259,114.3466562,30.56827829,114.3473743,30.56457035
3GwknD,2018-02-05T10:00:43,114.2647476,30.57169631,2018-02-05T10:02:55,114.2630839,30.57623064,529,1,114.259336,30.57416296,114.2576718,30.57869651,114.2647476,30.57169631,114.2630839,30.57623064
04ERer,2018-02-05T10:00:49,114.3282837,30.58161159,2018-02-05T10:03:00,114.3400529,30.58273498,1134,1,114.3228045,30.58398317,114.3345546,30.58508383,114.3282837,30.58161159,114.3400529,30.58273498
37q6vM,2018-02-05T10:00:58,114.2722829,30.59235394,2018-02-05T10:03:15,114.28136,30.6035064,1514,1,114.2668682,30.59480753,114.2759398,30.6059467,114.2722829,30.59235394,114.28136,30.6035064
3nLBEq,2018-02-05T10:00:59,114.2243478,30.59467593,2018-02-05T10:03:08,114.2341014,30.59706706,971,1,114.2188985,30.59712636,114.228667,30.59952389,114.2243478,30.59467593,114.2341014,30.59706706
26A6kG,2018-02-05T10:01:00,114.2061028,30.59735052,2018-02-05T10:03:08,114.2064447,30.59616146,136,1,114.2006153,30.59977807,114.2009581,30.59858997,114.2061028,30.59735052,114.2064447,30.59616146
